protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,175.103.46.158,50208,204.79.197.203,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-22515,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-27 19:03:33.482
tcp,175.103.46.158,62647,204.79.197.239,443,OUT.bound,established,,,US,AS8068 microsoft corporation,SOC2023,,2023-11-28 19:42:01.795
tcp,175.103.46.158,50229,204.79.197.203,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-22515,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-27 19:03:33.482
tcp,175.103.46.158,55469,185.10.68.123,443,OUT.bound,established,,speedtest.c,SC,AS200651 flokinet ltd,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26 20:30:44.043
tcp,175.103.46.158,55534,204.79.197.203,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-22515,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-27 19:03:33.482
tcp,94.102.61.5,33369,175.103.46.158,12313,IN.bound,syn-sent,,,GB,AS202425 ip volume inc,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28 22:59:05.287
tcp,198.199.80.62,50139,175.103.46.159,6969,IN.bound,syn-sent,,,US,AS14061 digitalocean  llc,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 22:59:55.478
tcp,77.90.185.191,57670,175.103.46.158,217,IN.bound,syn-sent,,,DE,AS208485 nese mala trading as moon dc,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29 03:59:33.853
tcp,104.248.138.237,40293,175.103.46.156,14548,IN.bound,syn-sent,,,DE,AS14061 digitalocean  llc,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29 03:59:36.008
tcp,78.128.113.250,51759,175.103.46.158,3335,IN.bound,syn-sent,,,BG,AS209160 miti 2000 eood,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29 03:59:36.008
tcp,77.90.185.166,56809,175.103.46.156,1808,IN.bound,syn-sent,,,DE,AS208485 nese mala trading as moon dc,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29 03:59:39.039
tcp,175.103.46.158,50690,104.208.16.88,443,OUT.bound,established,,,US,AS8075 microsoft corporation,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
udp,65.49.1.110,37141,175.103.46.157,53413,IN.bound,,,speedtest.c,US,AS36791 portland internet hosting llc,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-29 03:55:24.382
tcp,175.103.46.158,50689,104.208.16.88,443,OUT.bound,established,,,US,AS8075 microsoft corporation,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
tcp,175.103.46.158,51705,52.113.194.132,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27 07:26:03.810
tcp,175.103.46.158,50232,204.79.197.200,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-43695,,2023-11-27 22:04:51.356
tcp,94.102.61.5,51344,175.103.46.159,12313,IN.bound,syn-sent,,,GB,AS202425 ip volume inc,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28 22:59:05.287
tcp,103.187.191.235,35104,175.103.46.159,3283,IN.bound,syn-sent,,,,ASNone ,Webscanners 2018-02-09  thru current day,Automated detection of webscanners based on 404,2023-11-29 03:55:06.968
tcp,198.98.57.135,50240,175.103.46.159,2375,IN.bound,syn-sent,,,US,AS53667 frantech solutions,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28 22:59:05.287
tcp,198.98.57.135,50240,175.103.46.158,2375,IN.bound,syn-sent,,,US,AS53667 frantech solutions,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28 22:59:05.287
tcp,31.7.58.42,51827,175.103.46.158,9090,IN.bound,syn-sent,,,CH,AS51852 private layer inc,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29 03:59:46.147
tcp,175.103.46.158,50292,204.79.197.200,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-43695,,2023-11-27 22:04:51.356
tcp,198.98.57.135,50240,175.103.46.156,2375,IN.bound,syn-sent,,,US,AS53667 frantech solutions,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28 22:59:05.287
tcp,175.103.46.158,50290,204.79.197.200,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-43695,,2023-11-27 22:04:51.356
tcp,175.103.46.158,50291,204.79.197.200,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-43695,,2023-11-27 22:04:51.356
tcp,175.103.46.158,50289,204.79.197.200,443,OUT.bound,established,,speedtest.c,US,AS8068 microsoft corporation,CVE-2023-43695,,2023-11-27 22:04:51.356
