indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
54.255.247.221,AS16509 amazon.com inc,SG,,,,
43.133.45.194,AS132203 tencent building  kejizhongyi avenue,SG,,,,
139.180.158.87,AS20473 the constant company  llc,SG,,,,
157.240.217.60,AS32934 facebook  inc.,SG,,,,
103.107.199.6,AS137409 gsl networks pty ltd,SG,,,,
43.128.74.37,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,
18.163.242.58,AS16509 amazon.com inc,HK,,,,
172.217.194.95,AS15169 google llc,US,,,,
43.134.53.107,AS132203 tencent building  kejizhongyi avenue,SG,,,,
23.216.158.146,AS7713 pt telekomunikasi indonesia,ID,,,,
23.216.158.123,AS7713 pt telekomunikasi indonesia,ID,,,,
103.107.198.22,AS137409 gsl networks pty ltd,SG,,,,
101.32.248.90,AS132203 tencent building  kejizhongyi avenue,SG,,,,
157.240.235.60,AS32934 facebook  inc.,SG,,,,
103.66.70.62,AS133840 pt jala lintas media,ID,,,,
23.216.158.42,AS7713 pt telekomunikasi indonesia,ID,,,,
43.128.118.190,AS132203 tencent building  kejizhongyi avenue,SG,,,,
142.250.4.95,AS15169 google llc,US,,,,
143.198.82.32,AS14061 digitalocean  llc,SG,,,,
157.240.13.54,AS32934 facebook  inc.,SG,,,,
158.247.230.179,AS20473 the constant company  llc,KR,,,,
161.35.12.57,AS14061 digitalocean  llc,US,,,,
45.152.188.213,AS1239 sprint,US,IOCs - 20237211819 - ANIA Threat Feeds - IP Segment 7,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-08-21T02:04:06.774000,2023-07-22T02:03:16.372000
3.216.157.50,AS14618 amazon.com  inc.,US,,,,
3.211.186.177,AS14618 amazon.com  inc.,US,,,,
47.236.101.216,ASNone ,US,,,,
94.102.61.5,AS202425 ip volume inc,GB,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28T22:59:05.287000,2023-11-27T23:00:06.744000
