indicator,asn,country_code2,name,description,modified,created,source,message,validation_name
167.94.138.106,AS398324 censys  inc.,US,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:17:29.153000,2023-11-29T23:00:27.728000,,,
8.219.89.234,AS45102 alibaba (us) technology co.  ltd.,SG,,,,,,,
157.240.218.60,AS32934 facebook  inc.,SG,,,,,,,
31.13.68.60,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
54.255.247.221,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
35.241.31.20,AS15169 google llc,US,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
223.83.144.210,AS9808 china mobile communications group co.  ltd.,CN,,,,,,,
157.240.7.54,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.235.60,AS32934 facebook  inc.,SG,,,,,,,
157.240.13.54,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
43.133.45.194,AS132203 tencent building  kejizhongyi avenue,SG,,,,,,,
23.219.204.187,AS4230 claro s.a.,BR,,,,,,,
82.80.47.76,AS8551 bezeq international-ltd,IL,,,,,,,
157.240.13.55,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
142.251.175.113,AS15169 google llc,US,,,,,,,
157.240.15.60,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
74.125.130.84,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.68.35,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.15.61,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
91.92.248.9,AS34368 zonata - natskovi & sie ltd.,BG,,,,,,,
142.251.10.95,AS15169 google llc,US,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000,,,
96.44.143.190,AS8100 quadranet enterprises llc,US,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:17:53.391000,2023-11-29T23:00:27.728000,,,
34.84.242.116,AS396982 google,JP,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
23.216.158.75,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.217.60,AS32934 facebook  inc.,SG,,,,,,,
157.240.217.61,AS32934 facebook  inc.,SG,,,,,,,
142.250.190.3,AS15169 google llc,US,,,,,,,
34.81.162.5,AS396982 google,TW,,,,,cloud,In cloud provider range: provider=google,Cloud Provider IP range
122.144.2.204,AS38320 pt maxindo mitra solusi,ID,,,,,,,
23.216.158.186,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.216.158.40,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
43.128.74.37,AS132203 tencent building  kejizhongyi avenue,SG,,,,,,,
34.160.114.69,AS15169 google llc,US,,,,,,,
184.105.247.202,AS6939 hurricane electric llc,US,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:18:17.379000,2023-11-29T23:00:27.728000,,,
8.247.49.120,AS3356 level 3 parent  llc,US,,,,,,,
185.219.84.13,AS205374 arpanet italia srl,IT,,,,,,,
23.38.195.16,AS7713 pt telekomunikasi indonesia,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
221.214.141.166,AS4837 china unicom china169 backbone,CN,ETIC Cybersecurity 2023-11-22 Port Scan,,2023-11-22T22:59:46.734000,2023-11-21T23:00:21.307000,,,
172.217.194.94,AS15169 google llc,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.216.158.187,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
157.240.7.53,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
45.89.228.144,AS49392 llc baxet,RU,,,,,,,
90.158.56.23,AS9021 isnet a.s.,TR,,,,,,,
52.220.214.170,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
18.138.96.200,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
43.134.53.107,AS132203 tencent building  kejizhongyi avenue,SG,,,,,,,
217.146.12.135,AS42473 anexia internetdienstleistungs gmbh,IN,,,,,,,
185.53.249.201,ASNone ,NL,,,,,,,
31.13.68.61,AS32934 facebook  inc.,SG,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.216.158.136,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
52.76.110.238,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,,,,
23.32.245.226,AS20940 akamai international b.v.,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
23.219.204.186,AS4230 claro s.a.,BR,,,,,,,
23.38.195.98,AS7713 pt telekomunikasi indonesia,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
141.11.197.105,AS1239 sprint,FR,LCIA:HoneyNet:2023,,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000,,,
52.76.156.186,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
118.98.113.42,AS7713 pt telekomunikasi indonesia,ID,,,,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,,,,
142.251.175.188,AS15169 google llc,US,,,,,,,
157.240.235.61,AS32934 facebook  inc.,SG,,,,,,,
23.38.195.105,AS7713 pt telekomunikasi indonesia,US,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
103.147.212.115,AS140403 pt. graha fatta,NL,,,,,,,
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,,,,
45.221.111.29,AS328543 african network information center,TR,ETIC Cybersecurity 2023-11-30 Port Scan,,2023-11-30T07:18:54.751000,2023-11-29T23:00:27.728000,,,
52.220.39.205,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
103.147.213.19,AS140403 pt. graha fatta,NL,,,,,,,
23.205.70.209,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
184.25.236.184,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
84.17.38.170,AS60068 datacamp limited,SG,,,,,,,
23.216.158.194,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
184.26.108.172,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
31.13.77.61,AS32934 facebook  inc.,HK,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
13.228.74.56,AS16509 amazon.com inc,SG,,,,,cloud,In cloud provider range: provider=AWS,Cloud Provider IP range
23.216.158.24,AS7713 pt telekomunikasi indonesia,ID,,,,,whitelist,contained in whitelisted prefix,Whitelisted IP
34.110.229.214,AS15169 google llc,US,,,,,,,
