indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
54.255.247.221,AS16509 amazon.com inc,SG,,,,
101.32.248.90,AS132203 tencent building  kejizhongyi avenue,SG,,,,
64.233.170.95,AS15169 google llc,US,,,,
13.228.104.163,AS16509 amazon.com inc,SG,,,,
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,
23.216.158.146,AS7713 pt telekomunikasi indonesia,ID,,,,
157.240.7.54,AS32934 facebook  inc.,SG,,,,
43.128.118.190,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.134.53.107,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.133.45.194,AS132203 tencent building  kejizhongyi avenue,SG,,,,
142.250.4.95,AS15169 google llc,US,,,,
43.128.74.37,AS132203 tencent building  kejizhongyi avenue,SG,,,,
172.217.194.95,AS15169 google llc,US,,,,
172.104.174.27,AS63949 linode  llc,SG,,,,
103.107.199.6,AS137409 gsl networks pty ltd,SG,,,,
157.240.199.61,AS32934 facebook  inc.,HK,,,,
157.240.217.60,AS32934 facebook  inc.,SG,,,,
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000
139.180.158.87,AS20473 the constant company  llc,SG,,,,
103.107.198.22,AS137409 gsl networks pty ltd,SG,,,,
47.241.125.77,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
157.240.235.60,AS32934 facebook  inc.,SG,,,,
157.240.13.1,AS32934 facebook  inc.,SG,,,,
130.44.212.236,AS396986 bytedance inc.,US,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
18.163.242.58,AS16509 amazon.com inc,HK,,,,
185.10.68.123,AS200651 flokinet ltd,SC,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26T20:30:44.043000,2022-10-11T13:14:18.676000
45.89.228.144,AS49392 llc baxet,RU,,,,
43.198.50.186,AS16509 amazon.com inc,US,,,,
