indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
182.1.122.168,AS23693 pt. telekomunikasi selular,ID,,,,
162.142.125.93,AS398324 censys  inc.,US,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27T22:59:55.478000,2023-11-26T23:00:29.315000
103.166.48.122,AS139460 pt maxindo mitra solusi,ID,,,,
202.148.26.5,AS9794 core mediatech,ID,,,,
202.148.26.3,AS9794 core mediatech,ID,,,,
202.148.26.4,AS9794 core mediatech,ID,,,,
118.99.86.26,AS17451 biznet networks,ID,,,,
202.137.31.157,AS9905 linknet,ID,,,,
164.52.53.138,AS63199 capitalonline data service co. ltd,SG,,,,
8.8.8.8,AS15169 google llc,US,,,,
103.106.66.106,ASNone ,NZ,,,,
103.237.140.210,AS38320 pt maxindo mitra solusi,ID,,,,
,,,,,,
148.153.184.70,AS63199 capitalonline data service co. ltd,SG,,,,
202.55.82.126,AS18106 viewqwest,SG,,,,
216.163.176.191,AS47067 commtouch inc.,US,IOCs - 2023117228 - ANIA Threat Feeds - IP Segment 9,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-11-07T21:44:43.776000,2023-11-07T21:44:43.776000
103.136.6.164,AS38320 pt maxindo mitra solusi,ID,,,,
118.193.83.2,AS63199 capitalonline data service co. ltd,SG,,,,
103.135.51.23,AS38320 pt maxindo mitra solusi,ID,,,,
46.29.98.241,AS34086 t-systems international gmbh,DE,,,,
103.136.6.163,AS38320 pt maxindo mitra solusi,ID,,,,
103.135.51.18,AS38320 pt maxindo mitra solusi,ID,,,,
31.13.95.60,AS32934 facebook  inc.,ID,,,,
23.106.252.102,AS59253 leaseweb asia pacific pte. ltd.,US,,,,
31.13.95.9,AS32934 facebook  inc.,ID,,,,
52.112.180.165,AS8075 microsoft corporation,JP,,,,
204.79.197.239,AS8068 microsoft corporation,US,SOC2023,,2023-11-28T00:52:38.952000,2023-11-09T01:24:55.160000
91.108.56.165,AS62014 telegram messenger inc,AG,,,,
74.125.130.100,AS15169 google llc,US,,,,
157.240.208.63,AS32934 facebook  inc.,ID,,,,
52.113.194.132,AS8068 microsoft corporation,US,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27T07:26:03.810000,2023-08-28T21:28:30.294000
13.33.88.64,ASNone ,US,,,,
54.192.150.48,AS16509 amazon.com inc,US,,,,
31.13.95.1,AS32934 facebook  inc.,ID,,,,
103.166.48.126,AS139460 pt maxindo mitra solusi,ID,,,,
157.240.208.60,AS32934 facebook  inc.,ID,,,,
52.215.51.250,AS16509 amazon.com inc,IE,,,,
74.125.68.95,AS15169 google llc,US,,,,
157.240.208.16,AS32934 facebook  inc.,ID,,,,
47.241.72.88,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
52.114.36.190,AS8075 microsoft corporation,JP,,,,
92.223.85.148,AS199524 g-core labs s.a.,SG,,,,
142.251.88.41,AS15169 google llc,US,,,,
34.120.241.214,AS396982 google,US,,,,
52.108.186.3,AS8075 microsoft corporation,US,,,,
31.13.95.61,AS32934 facebook  inc.,ID,,,,
103.119.230.141,AS64315 pt mitra visioner pratama,ID,,,,
34.149.173.23,AS15169 google llc,US,,,,
23.48.173.8,AS20940 akamai international b.v.,US,,,,
172.217.194.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
31.13.95.13,AS32934 facebook  inc.,ID,xx.fbcdn.net,,2022-04-18T00:07:16.048000,2022-03-19T16:07:41.810000
40.74.98.192,AS8075 microsoft corporation,JP,,,,
143.244.33.54,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
52.108.79.30,AS8075 microsoft corporation,US,,,,
20.198.119.143,AS8075 microsoft corporation,IN,,,,
8.222.223.41,ASNone ,SG,,,,
34.36.31.173,ASNone ,US,,,,
52.98.84.82,AS8075 microsoft corporation,SG,,,,
47.236.113.82,ASNone ,US,,,,
51.104.167.245,AS8075 microsoft corporation,IE,,,,
8.214.24.127,AS45102 alibaba (us) technology co.  ltd.,SG,LCIA:HoneyNet:July 2022,,2022-08-18T12:03:39.501000,2022-07-01T00:01:36.826000
36.68.216.67,AS7713 pt telekomunikasi indonesia,ID,,,,
52.111.240.15,AS8075 microsoft corporation,SG,,,,
143.244.33.97,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
23.111.12.23,AS59253 leaseweb asia pacific pte. ltd.,SG,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
13.107.5.88,AS8068 microsoft corporation,US,Jeeng / Powerbox,,2022-06-12T22:01:23.105000,2022-02-15T23:45:35.234000
172.253.118.94,AS15169 google llc,US,,,,
92.223.85.52,AS199524 g-core labs s.a.,SG,,,,
142.251.175.95,AS15169 google llc,US,,,,
47.245.127.164,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
157.240.235.19,AS32934 facebook  inc.,SG,,,,
8.219.106.34,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
74.125.24.138,AS15169 google llc,US,,,,
74.125.24.95,AS15169 google llc,US,,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,
85.25.211.17,AS8972 host europe gmbh,FR,,,,
47.236.9.38,ASNone ,US,,,,
142.251.12.95,AS15169 google llc,US,,,,
142.251.175.94,AS15169 google llc,US,CVE JAR Found | Massive active Malicious | unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,2023-10-25T18:39:18.723000
52.182.143.208,AS8075 microsoft corporation,US,,,,
74.125.130.188,AS15169 google llc,US,,,,
203.27.106.11,AS137409 gsl networks pty ltd,AU,,,,
152.195.38.76,AS15133 verizon,US,quick look at 79.12.165.51,,2023-11-20T00:05:28.436000,2023-10-20T23:49:34.890000
52.111.240.2,AS8075 microsoft corporation,SG,,,,
142.251.175.113,AS15169 google llc,US,,,,
52.109.124.191,AS8075 microsoft corporation,SG,,,,
103.107.198.66,AS137409 gsl networks pty ltd,SG,,,,
103.107.198.18,AS137409 gsl networks pty ltd,SG,,,,
103.107.199.6,AS137409 gsl networks pty ltd,SG,,,,
47.245.106.5,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
74.125.68.138,AS15169 google llc,US,,,,
52.123.168.216,AS8075 microsoft corporation,US,,,,
20.205.115.102,AS8075 microsoft corporation,HK,,,,
52.98.33.162,AS8075 microsoft corporation,SG,,,,
172.217.194.95,AS15169 google llc,US,,,,
20.135.6.15,AS8075 microsoft corporation,US,,,,
40.99.33.130,AS8075 microsoft corporation,US,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000
52.123.160.127,AS8075 microsoft corporation,US,,,,
64.233.170.188,AS15169 google llc,US,,,,
52.109.52.87,AS8075 microsoft corporation,JP,,,,
92.223.85.165,AS199524 g-core labs s.a.,SG,,,,
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
52.98.37.2,AS8075 microsoft corporation,SG,,,,
13.107.137.11,AS8068 microsoft corporation,US,,,2023-04-12T14:24:24.011000,2023-04-12T14:16:11.313000
40.70.161.7,AS8075 microsoft corporation,US,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
142.251.12.91,AS15169 google llc,US,,,,
20.189.173.12,AS8075 microsoft corporation,US,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27T07:26:03.810000,2023-08-28T21:28:30.294000
34.96.128.111,AS396982 google,HK,,,,
13.89.179.9,AS8075 microsoft corporation,US,,,,
23.106.252.92,AS59253 leaseweb asia pacific pte. ltd.,US,,,,
23.48.173.25,AS20940 akamai international b.v.,US,,,,
162.247.241.2,AS23467 new relic,US,Phishing - bam-cell.cell.nr-data.net,,2023-11-09T05:05:01.692000,2023-10-10T06:43:52.526000
52.114.44.81,AS8075 microsoft corporation,KR,,,,
156.236.20.93,ASNone ,AU,,,,
23.214.169.222,AS20940 akamai international b.v.,GB,,,,
23.214.169.229,AS20940 akamai international b.v.,GB,,,,
23.214.169.210,AS20940 akamai international b.v.,GB,,,,
148.153.184.114,AS63199 capitalonline data service co. ltd,SG,,,,
