indicator,asn,country_code2,name,description,modified,created
92.223.85.166,AS199524 g-core labs s.a.,SG,,,,
74.125.68.95,AS15169 google llc,US,,,,
101.32.248.90,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.134.53.107,AS132203 tencent building  kejizhongyi avenue,SG,,,,
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
146.196.111.212,AS139460 pt maxindo mitra solusi,ID,,,,
3.217.12.237,AS14618 amazon.com  inc.,US,,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,
43.133.45.194,AS132203 tencent building  kejizhongyi avenue,SG,,,,
3.26.2.62,AS16509 amazon.com inc,AU,,,,
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,
180.246.40.241,AS7713 pt telekomunikasi indonesia,ID,,,,
89.248.165.109,AS202425 ip volume inc,GB,ETIC Cybersecurity 2023-11-16 Port Scan,,2023-11-16T03:09:19.594000,2023-11-15T23:00:04.487000
43.128.118.190,AS132203 tencent building  kejizhongyi avenue,SG,,,,
172.253.113.188,AS15169 google llc,US,,,,
13.248.151.210,AS16509 amazon.com inc,US,njRAT| BazarLoader| • WebToolbar • Qbot,,2023-11-07T01:10:46.934000,2023-11-07T01:10:46.934000
143.42.76.52,ASNone ,US,,,,
199.48.177.3,AS1239 sprint,US,,,,
54.255.247.221,AS16509 amazon.com inc,SG,,,,
185.10.68.123,AS200651 flokinet ltd,SC,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-14T20:31:11.734000,2022-10-11T13:14:18.676000
3.27.122.249,AS16509 amazon.com inc,AU,,,,
18.163.242.58,AS16509 amazon.com inc,HK,,,,
64.235.37.62,AS26277 las vegas nv datacenter,NL,ETIC Cybersecurity 2023-11-15 Port Scan,,2023-11-15T22:59:53.097000,2023-11-14T23:00:08.136000
13.232.67.198,AS16509 amazon.com inc,IN,,,,
13.54.33.27,AS16509 amazon.com inc,AU,,,,
157.240.218.61,AS32934 facebook  inc.,SG,,,,
