indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
185.224.128.184,AS62068 spectraip b.v.,NL,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000,2023-11-19T23:00:45.737000
175.103.36.115,AS38320 pt maxindo mitra solusi,ID,,,,
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000
199.43.203.163,ASNone ,US,,,,
104.253.91.98,AS18779 egihosting,US,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21T02:18:27.192000,2023-11-20T23:00:36.968000
205.210.31.72,AS396982 google,CA,Webscanners with Bad Requests - HTTP Status 400 - 1/20/2018 thru current day,Webscanners who&amp;amp;amp;#39;s requests resulted in HTTP Status code 400 due to WAF rules or LB p,2023-11-21T02:15:15.467000,2018-01-21T20:25:51.668000
2.59.169.43,ASNone ,MD,,,,
74.125.68.188,AS15169 google llc,US,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000
74.82.47.19,AS6939 hurricane electric llc,US,Georgs Honeypot,Honeypot,2023-11-21T02:01:29.502000,2021-04-07T09:05:05.353000
74.125.130.188,AS15169 google llc,US,,,,
2.59.169.86,ASNone ,MD,,,,
190.2.153.211,AS49981 worldstream b.v.,NL,,,,
14.191.233.157,AS45899 vnpt corp,VN,,,,
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
144.91.109.70,AS51167 contabo gmbh,DE,ETIC Cybersecurity 2023-11-19 Port Scan,,2023-11-19T22:59:43.803000,2023-11-18T23:01:02.249000
150.242.182.187,AS17564 gitn (m) sdn. bhd.,MY,,,,
118.26.252.226,AS23724 idc china telecommunications corporation,CN,,,,
195.85.201.201,AS211557 oguzhan oktay,TR,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000,2023-11-19T23:00:45.737000
172.217.194.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
184.105.247.228,AS6939 hurricane electric llc,US,Georgs Honeypot,Honeypot,2023-11-21T02:01:29.502000,2021-04-07T09:05:05.353000
103.9.159.55,AS63730 vnso technology company,VN,,,,
176.97.210.129,AS49581 bil-tim bilgisayar hizmetleri,,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21T02:18:44.769000,2023-11-20T23:00:36.968000
190.2.153.214,AS49981 worldstream b.v.,NL,,,,
130.44.212.235,AS396986 bytedance inc.,US,,,,
205.210.31.89,AS396982 google,CA,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21T02:18:44.769000,2023-11-20T23:00:36.968000
146.196.110.91,AS139460 pt maxindo mitra solusi,ID,,,,
192.241.200.70,AS14061 digitalocean  llc,US,Webscanners 2018-02-09  thru current day,Automated detection of webscanners based on 404,2023-11-21T02:15:16.486000,2018-02-10T00:36:00.396000
