indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
157.240.13.32,AS32934 facebook  inc.,SG,,,,
163.70.141.34,ASNone ,FR,,,,
157.240.208.16,AS32934 facebook  inc.,ID,,,,
182.23.50.233,AS4800 aplikanusa lintasarta,ID,,,,
103.143.2.221,AS139385 pt. lantip teknologi prima,ID,,,,
104.123.71.163,AS20940 akamai international b.v.,US,DONALDJTRUMP.COM 3,,2022-03-26T00:05:56.150000,2022-02-25T05:02:47.175000
185.244.24.41,AS44437 ahorro corporacion  s.a.,UA,TOR nodes,,2023-11-15T00:01:55.056000,2023-10-16T00:47:46.230000
103.10.124.124,AS32590 valve corporation,SG,,,,
178.254.26.126,AS42730 evanzo e-commerce gmbh,DE,,,,
20.198.119.84,AS8075 microsoft corporation,IN,,,,
210.210.145.80,AS4787 pt cyberindo aditama,ID,,,,
134.119.183.60,AS29066 host europe gmbh,FR,,,,
122.144.3.5,AS38320 pt maxindo mitra solusi,ID,IOCs - 2023651317 - ANIA Threat Feeds - IP Segment 8,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-07-05T20:01:39.023000,2023-06-05T20:46:20.263000
192.241.230.57,AS14061 digitalocean  llc,US,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-20T02:05:04.942000,2023-03-27T16:17:36.094000
130.44.212.235,AS396986 bytedance inc.,US,,,,
47.100.198.170,AS37963 hangzhou alibaba advertising co. ltd.,CN,,,,
2.59.169.86,ASNone ,MD,,,,
103.234.253.135,AS38320 pt maxindo mitra solusi,ID,,,,
8.222.137.37,ASNone ,SG,,,,
119.110.78.114,AS38320 pt maxindo mitra solusi,ID,,,,
103.159.117.6,ASNone ,ID,,,,
103.159.117.7,ASNone ,ID,,,,
190.2.153.211,AS49981 worldstream b.v.,NL,,,,
103.234.253.139,AS38320 pt maxindo mitra solusi,ID,,,,
103.237.141.181,AS38320 pt maxindo mitra solusi,ID,,,,
13.126.70.76,AS16509 amazon.com inc,IN,,,,
148.251.237.81,AS24940 hetzner online gmbh,DE,,,,
210.210.145.91,AS4787 pt cyberindo aditama,ID,,,,
172.67.170.105,AS13335 cloudflare,US,,,,
47.254.137.167,AS45102 alibaba (us) technology co.  ltd.,DE,,,,
206.84.112.16,AS64315 pt mitra visioner pratama,ID,,,,
74.125.68.94,AS15169 google llc,US,,,,
163.70.141.61,ASNone ,FR,,,,
54.73.36.8,AS16509 amazon.com inc,IE,,,,
34.249.103.110,AS16509 amazon.com inc,IE,,,,
195.123.221.1,AS21100 itl llc,NL,,,,
64.233.170.188,AS15169 google llc,US,,,,
104.21.28.80,AS13335 cloudflare,US,,,,
163.70.153.21,ASNone ,FR,,,,
74.125.200.139,AS15169 google llc,US,,,,
13.107.42.22,AS8068 microsoft corporation,US,,,,
162.159.128.235,AS13335 cloudflare,,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
156.59.192.177,AS21859 zenlayer inc,SG,,,,
192.229.232.240,AS15133 verizon,US,,,,
203.161.21.8,AS133840 pt jala lintas media,ID,,,,
163.70.153.42,ASNone ,FR,,,,
74.125.130.94,AS15169 google llc,US,,,,
172.64.155.89,AS13335 cloudflare,US,,,,
47.254.157.83,AS45102 alibaba (us) technology co.  ltd.,DE,,,,
151.101.198.73,AS54113 fastly,US,,,,
157.240.208.14,AS32934 facebook  inc.,ID,,,,
157.240.208.35,AS32934 facebook  inc.,ID,,,,
35.213.190.132,AS15169 google llc,SG,,,,
