protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,185.244.24.41,8443,119.110.75.198,63996,IN.bound,established,,INTL.c,UA,AS44437 ahorro corporacion  s.a.,TOR nodes,,2023-11-15 00:01:55.056
tcp,119.110.75.198,50801,17.111.105.242,443,OUT.bound,time-wait,,INTL.c,US,AS714 apple inc.,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-20 01:14:19.697
tcp,119.110.75.198,50473,17.111.105.242,443,OUT.bound,time-wait,,INTL.c,US,AS714 apple inc.,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-20 01:14:19.697
icmp,119.110.66.86,,199.181.132.250,,OUT.bound,,,,US,ASNone ,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,119.110.75.198,50475,17.111.105.242,443,OUT.bound,time-wait,,INTL.c,US,AS714 apple inc.,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-20 01:14:19.697
udp,192.241.230.57,34908,119.110.66.86,1434,IN.bound,,,,US,AS14061 digitalocean  llc,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-20 02:05:04.942
tcp,119.110.75.198,50807,17.111.105.242,443,OUT.bound,time-wait,,INTL.c,US,AS714 apple inc.,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-20 01:14:19.697
tcp,119.110.75.198,56046,162.159.133.233,443,OUT.bound,established,,LOKAL.c,,AS13335 cloudflare,PuffStealer,,2023-11-18 01:24:48.887
tcp,119.110.75.198,50482,17.111.105.242,443,OUT.bound,time-wait,,INTL.c,US,AS714 apple inc.,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-20 01:14:19.697
tcp,119.110.75.198,51154,31.13.95.35,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,119.110.75.198,50484,149.154.167.99,443,OUT.bound,established,,INTL.c,AG,AS62041 telegram messenger inc,ACTIVIDAD MALICIOSA | Relacionada con Remcos 18-10-2023,"Remcos (acrónimo en inglés que significa ""Control remoto y vigilancia"") es una herramienta de acceso",2023-11-18 05:04:47.366
