indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
74.125.130.95,AS15169 google llc,US,,,,
74.125.68.95,AS15169 google llc,US,,,,
172.253.118.95,AS15169 google llc,US,,,,
8.241.129.126,AS3356 level 3 parent  llc,US,,,,
64.233.170.100,AS15169 google llc,US,,,,
163.70.153.11,ASNone ,FR,,,,
202.152.1.200,AS4800 aplikanusa lintasarta,ID,,,,
163.70.153.61,ASNone ,FR,,,,
40.81.252.176,AS8075 microsoft corporation,IN,,,,
164.92.143.229,AS14061 digitalocean  llc,US,,,,
161.35.181.214,AS14061 digitalocean  llc,US,,,,
31.13.95.60,AS32934 facebook  inc.,ID,,,,
74.125.24.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
,,,,,,
65.109.13.17,AS24940 hetzner online gmbh,DE,LCIA:HoneyNet:2022,Daily TELNET bruteforce logs from a honeypot in the US on a /32,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
135.181.29.129,AS24940 hetzner online gmbh,FI,,,,
65.108.54.28,AS24940 hetzner online gmbh,DE,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,
65.108.220.156,AS24940 hetzner online gmbh,DE,,,,
175.103.43.10,AS38320 pt maxindo mitra solusi,ID,,,,
149.34.253.57,AS174 cogent communications,US,,,,
138.199.61.109,AS212238 datacamp limited,SG,,,,
157.240.13.55,AS32934 facebook  inc.,SG,,,,
130.44.212.235,AS396986 bytedance inc.,US,,,,
65.21.251.3,AS24940 hetzner online gmbh,FI,,,,
142.251.175.138,AS15169 google llc,US,,,,
125.211.218.8,AS4837 china unicom china169 backbone,CN,,,,
95.217.220.239,AS24940 hetzner online gmbh,FI,,,,
31.13.95.37,AS32934 facebook  inc.,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
157.240.208.34,AS32934 facebook  inc.,ID,,,,
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
65.21.7.112,AS24940 hetzner online gmbh,FI,,,,
172.253.126.188,AS15169 google llc,US,,,,
128.140.99.174,AS24940 hetzner online gmbh,IR,,,,
74.125.68.188,AS15169 google llc,US,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000
31.13.95.61,AS32934 facebook  inc.,ID,,,,
142.251.175.188,AS15169 google llc,US,,,,
180.253.190.54,AS7713 pt telekomunikasi indonesia,ID,,,,
34.149.173.23,AS15169 google llc,US,,,,
64.233.170.188,AS15169 google llc,US,,,,
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000
95.216.175.47,AS24940 hetzner online gmbh,FI,,,,
65.108.255.43,AS24940 hetzner online gmbh,DE,,,,
65.108.154.247,AS24940 hetzner online gmbh,DE,,,,
163.70.153.21,ASNone ,FR,,,,
156.59.239.3,ASNone ,SG,,,,
95.216.143.219,AS24940 hetzner online gmbh,FI,,,,
222.124.168.114,AS7713 pt telekomunikasi indonesia,ID,,,,
163.70.153.34,ASNone ,FR,,,,
195.201.24.209,AS24940 hetzner online gmbh,DE,,,,
142.251.12.95,AS15169 google llc,US,,,,
74.125.130.188,AS15169 google llc,US,,,,
182.3.138.237,AS23693 pt. telekomunikasi selular,ID,,,,
23.217.113.200,AS16625 akamai technologies  inc.,SG,,,,
182.3.138.249,AS23693 pt. telekomunikasi selular,ID,,,,
35.73.202.121,AS16509 amazon.com inc,JP,,,,
43.206.228.217,AS16509 amazon.com inc,US,,,,
18.183.10.245,AS16509 amazon.com inc,JP,,,,
36.85.0.116,AS7713 pt telekomunikasi indonesia,ID,,,,
103.81.223.170,AS55699 pt. cemerlang multimedia,ID,,,,
,,,,,,
