protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,103.166.48.247,49710,104.17.25.14,443,OUT.bound,established,,,US,AS13335 cloudflare,Malicious ip,nan,2023-11-14 07:01:07.253
tcp,103.166.48.247,55020,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,49795,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,54545,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,49841,152.199.39.108,80,OUT.bound,established,sni1gl.wpc.nucdn.net,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 01:12:50.009
tcp,103.166.48.247,49686,152.195.38.76,80,OUT.bound,time-wait,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,62580,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,49868,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,52339,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,52106,138.2.84.186,443,OUT.bound,established,,,US,AS31898 oracle corporation,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-17 02:36:37.621
tcp,103.166.48.247,52102,138.2.84.186,443,OUT.bound,established,,,US,AS31898 oracle corporation,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-17 02:36:37.621
udp,103.166.48.247,50199,104.17.25.14,443,OUT.bound,,,,US,AS13335 cloudflare,Malicious ip,nan,2023-11-14 07:01:07.253
tcp,103.166.48.247,49885,152.199.39.108,80,OUT.bound,established,sni1gl.wpc.nucdn.net,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 01:12:50.009
tcp,103.166.48.247,49886,152.199.39.108,80,OUT.bound,established,sni1gl.wpc.nucdn.net,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 01:12:50.009
tcp,103.166.48.247,49887,152.199.39.108,80,OUT.bound,established,sni1gl.wpc.nucdn.net,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 01:12:50.009
tcp,103.166.48.247,49888,152.199.39.108,80,OUT.bound,established,sni1gl.wpc.nucdn.net,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 01:12:50.009
tcp,103.166.48.247,52170,138.2.84.186,443,OUT.bound,established,,,US,AS31898 oracle corporation,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-17 02:36:37.621
tcp,103.166.48.247,52178,138.2.84.186,443,OUT.bound,established,,,US,AS31898 oracle corporation,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-17 02:36:37.621
tcp,103.166.48.247,52180,138.2.84.186,443,OUT.bound,established,,,US,AS31898 oracle corporation,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-17 02:36:37.621
tcp,103.166.48.247,52186,138.2.84.186,443,OUT.bound,established,,,US,AS31898 oracle corporation,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-17 02:36:37.621
tcp,103.166.48.247,63536,20.72.235.82,443,OUT.bound,close,redir.update.msft.com.trafficmanager.net,,US,AS8075 microsoft corporation,Malware Command and Control IPs,nan,2023-11-17 02:04:41.481
tcp,103.166.48.247,63996,194.195.223.249,443,OUT.bound,syn-sent,o.auntions.com,,US,AS63949 linode  llc,Malware Command and Control IPs,nan,2023-11-17 02:04:41.481
tcp,103.166.48.247,63996,194.195.223.249,443,OUT.bound,syn-sent,tie.presuant.com,,US,AS63949 linode  llc,Malware Command and Control IPs,nan,2023-11-17 02:04:41.481
