name,data
a.root-servers.net,198.41.0.4
ns4.google.com,216.239.38.10
h.root-servers.net,198.97.190.53
c.root-servers.net,192.33.4.12
g.root-servers.net,192.112.36.4
ns3.google.com,216.239.36.10
d.root-servers.net,199.7.91.13
ns2.google.com,216.239.34.10
f.root-servers.net,192.5.5.241
ns1.google.com,216.239.32.10
trustpositif.kominfo.go.id,27.54.116.70
forcesafesearch.google.com,216.239.38.120
dns.google,8.8.8.8
dns.google,8.8.4.4
l.root-servers.net,199.7.83.42
i.root-servers.net,192.36.148.17
fp2e7a.wpc.phicdn.net,152.195.38.76
cs11.wpc.v0cdn.net,117.18.232.240
fp32c3.wpc.phicdn.net,152.199.44.234
cs12.wpc.v0cdn.net,192.229.232.240
o.auntions.com,139.59.109.18
o.auntions.com,194.195.223.249
o.auntions.com,139.177.196.162
e-learning.unpam.ac.id,202.137.16.89
um02.eset.com,91.228.166.14
apidapo-support.kemdikbud.go.id,118.98.166.209
electrumx.ftp.sh,213.246.56.95
array510.prod.do.dsp.mp.microsoft.com,52.184.212.181
ec2-34-229-89-117.compute-1.amazonaws.com,34.229.89.117
fp2ce5.wpc.etacdn.net,152.195.38.198
explodie.org,23.157.120.14
um07.eset.com,38.90.226.36
array808.prod.do.dsp.mp.microsoft.com,52.143.86.214
array616.prod.do.dsp.mp.microsoft.com,20.54.25.4
fish.criticoast.com,3.64.163.50
up.auntions.com,127.0.0.1
array606.prod.do.dsp.mp.microsoft.com,51.104.167.48
um11.eset.com,91.228.166.88
10.17ce.holadns.com,43.154.154.166
ping2.ui.com,8.8.8.8
ping2.ui.com,1.1.1.1
array609.prod.do.dsp.mp.microsoft.com,51.104.167.255
array615.prod.do.dsp.mp.microsoft.com,20.54.24.246
download-installer.cdn.mozilla.net,34.117.35.28
prod.detectportal.prod.cloudops.mozgcp.net,34.107.221.82
example.org,93.184.216.34
ipv4only.arpa,192.0.0.170
ipv4only.arpa,192.0.0.171
scontent-cgk1-2.xx.fbcdn.net,31.13.95.13
tie.presuant.com,139.177.196.162
tie.presuant.com,139.59.109.18
tie.presuant.com,194.195.223.249
telemetry-incoming.r53-2.services.mozilla.com,34.120.208.123
www.safeexambrowser.org,82.220.34.4
a.nel.cloudflare.com,35.190.80.1
cname-asia-st-exappupgrade.vivoglobal.com,156.59.238.2
api.baca.co.id,52.187.17.126
asia-gsearch.vivoglobal.com,156.59.238.38
cname-sin01-stsdk09.vivoglobal.com,156.59.238.2
cname-asia-exappupgrade.vivoglobal.com,156.59.238.26
4shared.com,204.155.146.95
4shared.com,204.155.149.43
4shared.com,204.155.149.41
4shared.com,204.155.149.42
r1.sn-npoldn7e.googlevideo.com,142.251.84.166
edgedl.me.gvt1.com,34.104.35.123
server9.mydomelem.com,162.254.207.53
2-vbus-sg.ladesk.com,172.104.161.30
update.googleapis.com,64.233.170.94
prod.content-signature-chains.prod.webservices.mozgcp.net,34.160.144.191
pop-lor1-lx.mix.linkedin.com,144.2.14.25
glb.cws.prod.dcat.dsp.trafficmanager.net,20.242.39.171
www.canva.com,104.16.224.149
www.canva.com,104.17.239.159
sni1gl.wpc.nucdn.net,152.199.39.108
sg7.sgw.shopeemobile.com,143.92.75.2
spec.cloud.os-lb.com,54.179.136.136
spec.cloud.os-lb.com,13.228.109.169
maxindo.net.id,104.21.85.151
maxindo.net.id,172.67.207.42
www.tm.v4.a.prd.aadg.akadns.net,20.190.163.18
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.21
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.150
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.134
www.linux.org,172.67.73.26
www.linux.org,104.26.15.72
www.linux.org,104.26.14.72
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.87
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.128
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.151
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.18
glb.sls.prod.dcat.dsp.trafficmanager.net,40.127.169.103
clients.l.google.com,74.125.68.102
clients.l.google.com,74.125.68.139
clients.l.google.com,74.125.68.101
clients.l.google.com,74.125.68.138
clients.l.google.com,74.125.68.113
clients.l.google.com,74.125.68.100
usa.ime.cootek.com,103.73.195.14
usa.ime.cootek.com,103.73.195.9
usa.ime.cootek.com,103.73.195.26
usa.ime.cootek.com,103.73.195.12
usa.ime.cootek.com,103.73.195.10
e15275.g.akamaiedge.net,23.0.188.53
redir.update.msft.com.trafficmanager.net,20.72.235.82
e-0009.e-msedge.net,13.107.5.88
www.google.com,74.125.130.106
www.google.com,74.125.130.99
www.google.com,74.125.130.105
www.google.com,74.125.130.103
www.google.com,74.125.130.104
www.google.com,74.125.130.147
e16604.g.akamaiedge.net,23.195.156.16
play.googleapis.com,74.125.200.95
play.googleapis.com,142.251.10.95
play.googleapis.com,172.217.194.95
play.googleapis.com,142.251.175.95
play.googleapis.com,74.125.24.95
play.googleapis.com,172.253.118.95
play.googleapis.com,74.125.68.95
play.googleapis.com,74.125.130.95
play.googleapis.com,142.251.12.95
play.googleapis.com,64.233.170.95
play.googleapis.com,142.250.4.95
a-9999.a-msedge.net,204.79.197.254
ln-9999.ln-msedge.net,150.171.22.254
tsfe.trafficmanager.net,40.64.66.113
aaaa.usa-138.com,203.124.11.111
supl.google.com,74.125.24.192
prod-w.nexus.live.com.akadns.net,52.111.243.26
mobilecrush.king.com,185.48.81.27
server9.retoti.com,34.174.61.199
lms.guru.kemdikbud.go.id,34.98.103.170
www.googletagmanager.com,74.125.200.97
cs22.wpc.v0cdn.net,117.18.232.200
photos.googleapis.com,172.217.194.95
photos.googleapis.com,142.251.10.95
photos.googleapis.com,64.233.170.95
photos.googleapis.com,172.253.118.95
photos.googleapis.com,74.125.24.95
photos.googleapis.com,74.125.200.95
photos.googleapis.com,142.251.175.95
photos.googleapis.com,74.125.68.95
photos.googleapis.com,142.251.12.95
photos.googleapis.com,74.125.130.95
raw.githubusercontent.com,185.199.108.133
raw.githubusercontent.com,185.199.109.133
raw.githubusercontent.com,185.199.111.133
raw.githubusercontent.com,185.199.110.133
pagead2.googlesyndication.com,64.233.170.157
pagead2.googlesyndication.com,64.233.170.156
pagead2.googlesyndication.com,64.233.170.154
pagead2.googlesyndication.com,64.233.170.155
www.googletagservices.com,74.125.130.154
www.googletagservices.com,74.125.130.157
www.googletagservices.com,74.125.130.156
