protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
udp,109.248.6.78,47601,146.196.111.51,5060,IN.bound,,,in-backup.c,RU,AS213220 alexander m. belov,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21 09:48:13.057
tcp,13.13.13.2,53795,34.120.208.123,443,OUT.bound,established,,INTL.c,US,AS396982 google,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
udp,13.13.13.2,59991,35.186.224.25,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
udp,72.251.232.180,5217,203.173.88.27,5060,IN.bound,,,in-utama.c,US,AS29791 internap holding llc,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21 09:48:38.737
udp,185.233.19.253,58914,203.173.88.27,5060,IN.bound,,,in-utama.c,PK,AS7029 windstream communications llc,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21 09:48:25.130
udp,192.241.200.74,37895,203.173.88.27,5060,IN.bound,,,in-utama.c,US,AS14061 digitalocean  llc,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-21 09:47:24.462
udp,13.13.13.2,55022,35.186.224.25,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
udp,13.13.13.2,54810,35.186.224.25,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
udp,13.13.13.2,50547,172.64.41.3,443,OUT.bound,,,LOKAL.c,US,AS13335 cloudflare,CVE-2021-27065,The full text of the Microsoft Exchange Server Remote Code Execution Vulnerability (RCV) in its late,2023-11-16 03:04:23.777
udp,13.13.13.2,63431,35.186.224.25,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
