protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,103.169.73.162,50971,40.79.189.59,443,OUT.bound,established,,INTL.c,JP,AS8075 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,An analysis of Malware Distribution and Threats stemming from an (on-going & unaddressed...)  Proble,2023-11-24 14:40:50.547
udp,103.169.73.162,59547,64.233.177.94,443,OUT.bound,,,INTL.c,US,AS15169 google llc,Remote Access   DeepScan   Dumping   DNS   Internal System Infiltration,DeepScan run (absolute overkill). I witnessed excessive data use  device is completely practically u,2023-11-26 14:04:04.692
udp,103.169.73.162,58830,192.178.49.3,443,OUT.bound,,,INTL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
udp,103.169.73.162,51146,192.178.49.3,443,OUT.bound,,,INTL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
udp,96.44.142.14,5208,103.135.50.157,5060,IN.bound,,,in-utama.c,US,AS8100 quadranet enterprises llc,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 02:48:27.710
tcp,103.169.73.162,56340,31.13.95.34,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26 20:30:44.043
udp,162.142.125.95,52096,103.169.73.166,5061,IN.bound,,,,US,AS398324 censys  inc.,ETIC Cybersecurity 2023-11-26 Port Scan,,2023-11-26 23:00:00.170
tcp,103.169.73.162,38684,31.13.95.34,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26 20:30:44.043
udp,103.169.73.162,52915,35.186.224.25,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
udp,103.169.73.162,60473,35.186.224.25,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
tcp,31.13.95.34,443,103.169.73.162,35108,IN.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26 20:30:44.043
tcp,31.13.95.34,443,103.169.73.162,55208,IN.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26 20:30:44.043
tcp,103.169.73.162,46172,104.244.42.194,443,OUT.bound,established,,INTL.c,US,AS13414 twitter inc.,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
tcp,104.244.42.131,443,103.169.73.162,60096,IN.bound,established,,INTL.c,US,AS13414 twitter inc.,CVE-2023-43695,,2023-11-27 00:03:16.916
tcp,103.169.73.162,38034,35.186.224.25,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
udp,103.169.73.162,62354,35.186.224.25,443,OUT.bound,,,LOKAL.c,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
tcp,103.169.73.162,52756,51.132.193.105,443,OUT.bound,established,,LOKAL.c,GB,AS8075 microsoft corporation,Investigation of Distribution Vectors and Threat Network Infrastructure,An analysis of Malware Distribution and Threats stemming from an (on-going & unaddressed...)  Proble,2023-11-24 14:40:50.547
tcp,151.101.1.44,443,103.169.73.162,45482,IN.bound,established,,,US,AS54113 fastly,SOC2023,,2023-11-25 17:03:03.286
tcp,185.170.144.3,64855,103.169.73.162,53,IN.bound,established,,INTL.c,EE,AS48080 dmitriy panchenko,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-27 02:48:03.861
tcp,103.169.73.162,57008,162.159.61.3,443,OUT.bound,established,,LOKAL.c,,AS13335 cloudflare,CVE-2023-22515,The full text of the Microsoft Exchange Server Remote Code Execution Vulnerability (RCV) in its late,2023-11-27 00:03:16.916
udp,103.169.73.162,37424,162.159.61.3,443,OUT.bound,,,LOKAL.c,,AS13335 cloudflare,CVE-2023-22515,The full text of the Microsoft Exchange Server Remote Code Execution Vulnerability (RCV) in its late,2023-11-27 00:03:16.916
tcp,103.169.73.162,49518,142.251.175.94,443,OUT.bound,established,,INTL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
