session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-27_10-29-18,udp,96.44.142.14,5208,103.135.50.157,5060,IN.bound,,,in-utama.c,US,AS8100 quadranet enterprises llc,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 02:48:27.710
2023-11-27_10-29-18,udp,162.142.125.95,52096,103.169.73.166,5061,IN.bound,,,,US,AS398324 censys  inc.,ETIC Cybersecurity 2023-11-26 Port Scan,,2023-11-26 23:00:00.170
2023-11-27_10-29-18,tcp,103.169.73.162,46172,104.244.42.194,443,OUT.bound,established,,INTL.c,US,AS13414 twitter inc.,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
2023-11-27_10-29-18,udp,103.169.73.162,1089,117.4.36.89,27318,OUT.bound,,,INTL.c,VN,AS7552 viettel group,Scan port 445 SMB (S3#),Scans hitting the server at TCP port 445 SMB. Same IP should not appear more than once in 96 hours i,2023-11-26 10:00:17.534
2023-11-27_10-29-18,tcp,103.169.73.162,41238,129.226.103.217,80,OUT.bound,established,,INTL.c,HK,AS132203 tencent building  kejizhongyi avenue,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
2023-11-27_10-29-18,udp,146.88.241.157,45408,103.169.73.162,137,IN.bound,,,,US,ASNone ,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 02:52:10.217
2023-11-27_10-29-18,tcp,103.169.73.162,43150,174.35.118.62,443,OUT.bound,established,,INTL.c,US,ASNone ,ACTIVIDAD MALICIOSA   Relacionada con Gh0st 21-10-2023,Gh0st es una herramienta de administración o acceso remoto que está diseñada para controlar equipos ,2023-11-21 02:01:29.502
2023-11-27_10-29-18,tcp,103.169.73.162,43148,174.35.118.62,443,OUT.bound,established,,INTL.c,US,ASNone ,ACTIVIDAD MALICIOSA   Relacionada con Gh0st 21-10-2023,Gh0st es una herramienta de administración o acceso remoto que está diseñada para controlar equipos ,2023-11-21 02:01:29.502
2023-11-27_10-29-18,tcp,167.94.146.16,59260,103.169.73.175,4176,IN.bound,syn-sent,,in-utama.c,US,AS398705 censys  inc.,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 02:53:12.142
2023-11-27_10-29-18,tcp,157.245.98.245,61000,103.169.73.169,22,IN.bound,syn-sent,,,IN,AS14061 digitalocean  llc,ETIC Cybersecurity 2023-11-26 Port Scan,,2023-11-26 23:00:00.170
2023-11-27_10-29-18,tcp,118.37.157.169,58136,103.169.73.172,33896,IN.bound,syn-sent,,,KR,AS4766 korea telecom,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 02:53:40.254
2023-11-27_10-29-18,tcp,118.37.157.169,58136,103.169.73.160,33896,IN.bound,syn-sent,,in-utama.c,KR,AS4766 korea telecom,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 02:53:40.254
2023-11-27_10-29-18,tcp,103.135.35.58,47411,103.169.73.166,8088,IN.bound,syn-sent,,,HK,AS40065 cnservers llc,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27 02:54:32.230
