protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,122.144.6.229,23,49.89.150.231,52023,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,47760,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,56851,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,44002,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,57231,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,52022,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,192.168.97.248,57290,149.154.167.92,443,OUT.bound,established,,,AG,AS62041 telegram messenger inc,ETIC Cybersecurity 2023-11-24 Port Scan,,2023-11-24 22:59:14.344
tcp,122.144.6.229,23,49.89.150.231,40580,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,52524,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,47754,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,36823,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,38429,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,50737,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,192.168.97.248,57306,149.154.167.92,443,OUT.bound,established,,,AG,AS62041 telegram messenger inc,ETIC Cybersecurity 2023-11-24 Port Scan,,2023-11-24 22:59:14.344
tcp,122.144.6.229,23,49.89.150.231,41961,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,52518,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.226,443,154.47.30.167,53205,OUT.bound,established,,INTL.c,US,AS174 cogent communications,Webscanners with Bad Requests - HTTP Status 400 - 1/20/2018 thru current day,Webscanners who&amp;amp;amp;#39;s requests resulted in HTTP Status code 400 due to WAF rules or LB p,2023-11-28 01:40:08.868
tcp,122.144.6.229,23,49.89.150.231,41940,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,42237,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,50064,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,50475,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,51691,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,59810,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,122.144.6.229,23,49.89.150.231,51687,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
tcp,192.168.97.220,51010,104.244.42.2,443,OUT.bound,established,,,US,AS13414 twitter inc.,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
tcp,192.168.97.98,37442,104.244.42.130,443,OUT.bound,established,,,US,AS13414 twitter inc.,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24 12:03:49.398
tcp,122.144.6.229,23,49.89.150.231,50718,OUT.bound,established,,INTL.c,CN,AS4134 chinanet,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-27 10:01:26.073
