indicator,asn,country_code2,name,description,modified,created
185.120.145.83,AS9009 m247 ltd,RO,,,,
34.79.221.98,AS396982 google,BE,,,,
20.212.193.120,AS8075 microsoft corporation,US,,,,
81.6.47.149,AS13030 init7 switzerland  ltd,CH,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
149.12.246.2,AS174 cogent communications,US,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000,2023-11-19T23:00:45.737000
183.99.102.83,AS4766 korea telecom,KR,ETIC Cybersecurity 2023-11-17 Port Scan,,2023-11-17T15:28:36.452000,2023-11-16T23:01:57.201000
163.70.153.60,ASNone ,FR,,,,
142.251.175.188,AS15169 google llc,US,,,,
190.2.153.231,AS49981 worldstream b.v.,NL,,,,
123.56.178.100,AS37963 hangzhou alibaba advertising co. ltd.,CN,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000,2023-11-19T23:00:45.737000
148.153.112.21,AS63199 capitalonline data service co. ltd,US,,,,
190.2.153.202,AS49981 worldstream b.v.,NL,,,,
205.185.124.189,AS53667 frantech solutions,US,IOCs - 20237211810 - ANIA Threat Feeds - IP Segment 6,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-08-21T02:04:06.774000,2023-07-22T02:01:48.924000
18.183.10.245,AS16509 amazon.com inc,JP,,,,
140.0.23.161,AS23700 linknet fastnet asn,ID,,,,
45.141.215.6,ASNone ,NL,,,,
172.217.194.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
51.254.229.161,AS16276 ovh sas,FR,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21T04:19:18.296000,2023-11-20T23:00:36.968000
51.81.93.145,AS16276 ovh sas,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
157.240.208.34,AS32934 facebook  inc.,ID,,,,
51.77.90.246,AS16276 ovh sas,FR,,,,
52.195.236.29,AS16509 amazon.com inc,JP,,,,
88.99.248.158,AS24940 hetzner online gmbh,DE,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
17.57.145.137,AS714 apple inc.,US,,,,
103.178.153.233,AS140443 pt herza digital indonesia,,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000,2023-11-19T23:00:45.737000
185.241.208.101,ASNone ,NL,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
74.125.24.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
54.39.118.29,AS16276 ovh sas,CA,,,,
43.206.160.249,AS16509 amazon.com inc,US,,,,
158.160.54.41,AS200350 yandex.cloud llc,VE,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000,2023-11-19T23:00:45.737000
,,,,,,
134.119.183.60,AS29066 host europe gmbh,FR,,,,
35.213.190.132,AS15169 google llc,SG,,,,
34.110.200.237,AS15169 google llc,US,,,,
20.190.163.21,AS8075 microsoft corporation,SG,,,,
142.251.12.188,AS15169 google llc,US,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000
2.59.169.86,ASNone ,MD,,,,
142.251.10.100,AS15169 google llc,US,,,,
115.238.23.30,AS58461 ct-hangzhou-idc,CN,,,,
135.148.150.100,AS16276 ovh sas,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
122.144.1.1,AS38320 pt maxindo mitra solusi,ID,,,,
87.240.137.207,AS47541 vkontakte ltd,RU,,,,
18.139.106.172,AS16509 amazon.com inc,SG,,,,
157.240.208.60,AS32934 facebook  inc.,ID,,,,
206.84.112.29,AS64315 pt mitra visioner pratama,ID,,,,
23.214.169.158,AS20940 akamai international b.v.,GB,,,,
69.173.158.64,AS26667 the rubicon project  inc.,SG,,,,
142.251.12.95,AS15169 google llc,US,,,,
34.111.174.196,AS15169 google llc,US,,,,
13.33.88.79,ASNone ,US,,,,
199.232.47.9,AS54113 fastly,SG,,,,
34.107.238.235,AS15169 google llc,US,,,,
163.70.153.21,ASNone ,FR,,,,
148.153.184.114,AS63199 capitalonline data service co. ltd,SG,,,,
217.160.192.232,AS8560 1&1 ionos se,DE,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
142.251.175.95,AS15169 google llc,US,,,,
163.70.153.34,ASNone ,FR,,,,
157.240.208.33,AS32934 facebook  inc.,ID,,,,
92.223.85.164,AS199524 g-core labs s.a.,SG,,,,
34.117.36.110,AS396982 google,US,,,,
109.236.90.198,AS49981 worldstream b.v.,NL,,,,
172.253.118.95,AS15169 google llc,US,,,,
23.48.173.10,AS20940 akamai international b.v.,US,,,,
2.59.169.42,ASNone ,MD,,,,
185.82.216.48,AS59729 itl llc,BG,,,,
157.240.208.35,AS32934 facebook  inc.,ID,,,,
18.161.97.59,AS16509 amazon.com inc,US,,,,
23.219.116.180,AS16625 akamai technologies  inc.,US,,,,
172.67.141.182,AS13335 cloudflare,US,,,,
172.67.223.2,AS13335 cloudflare,US,,,,
185.82.216.62,AS59729 itl llc,BG,,,,
2.59.169.43,ASNone ,MD,,,,
203.123.56.202,AS139460 pt maxindo mitra solusi,ID,,,,
40.126.35.134,AS8075 microsoft corporation,SG,TrojanSpy,,2023-11-04T01:46:05.174000,2023-11-04T01:46:05.174000
190.2.153.211,AS49981 worldstream b.v.,NL,,,,
34.117.214.157,AS396982 google,US,,,,
71.18.36.225,ASNone ,US,,,,
134.119.183.61,AS29066 host europe gmbh,FR,,,,
122.144.2.2,AS38320 pt maxindo mitra solusi,ID,,,,
163.172.53.201,AS12876 online s.a.s.,FR,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
45.60.83.25,AS19551 incapsula inc,US,,,,
23.214.169.168,AS20940 akamai international b.v.,GB,,,,
34.111.101.25,AS15169 google llc,US,,,,
130.211.34.183,AS15169 google llc,US,MEREDROP,,2023-03-31T08:00:53.854000,2023-03-01T09:16:55.013000
142.251.10.119,AS15169 google llc,US,,,,
172.253.118.94,AS15169 google llc,US,,,,
34.149.173.23,AS15169 google llc,US,,,,
122.144.2.205,AS38320 pt maxindo mitra solusi,ID,,,,
47.245.116.47,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
23.56.239.194,AS20940 akamai international b.v.,ID,,,,
212.227.43.225,AS8560 1&1 ionos se,DE,onionoo,,2023-07-07T08:02:14.681000,2023-06-07T08:28:39.939000
40.126.35.85,AS8075 microsoft corporation,SG,TrojanSpy,,2023-11-04T01:46:05.174000,2023-11-04T01:46:05.174000
45.121.219.179,AS131702 moratelindo internet exchange,ID,,,,
142.250.4.95,AS15169 google llc,US,,,,
140.213.23.17,AS24203 pt xl axiata,ID,,,,
74.125.130.95,AS15169 google llc,US,,,,
74.125.130.101,AS15169 google llc,US,,,,
34.107.243.93,AS15169 google llc,US,,,,
43.152.163.231,ASNone ,CN,,,,
2.59.169.85,ASNone ,MD,,,,
34.101.5.35,AS139190 google asia pacific pte. ltd.,US,,,,
172.64.162.9,AS13335 cloudflare,US,,,,
47.254.156.191,AS45102 alibaba (us) technology co.  ltd.,DE,,,,
156.59.239.227,ASNone ,SG,,,,
,,,,,,
45.121.219.227,AS131702 moratelindo internet exchange,ID,,,,
23.214.169.161,AS20940 akamai international b.v.,GB,,,,
151.106.5.111,AS29066 host europe gmbh,FR,,,,
92.204.242.241,AS29066 host europe gmbh,FR,,,,
74.125.130.113,AS15169 google llc,US,,,,
104.16.71.20,AS13335 cloudflare,US,,,,
8.209.108.148,AS45102 alibaba (us) technology co.  ltd.,DE,,,,
40.126.35.21,AS8075 microsoft corporation,SG,Spyware: http://browser.events.data.microsoftstart.cn,,2023-11-20T05:49:10.586000,2023-11-20T05:49:10.586000
203.161.21.10,AS133840 pt jala lintas media,ID,,,,
74.125.200.190,AS15169 google llc,US,,,,
23.56.239.160,AS20940 akamai international b.v.,ID,,,,
203.161.21.168,AS133840 pt jala lintas media,ID,,,,
74.125.24.95,AS15169 google llc,US,,,,
185.88.181.55,AS46652 serverstack  inc.,US,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
109.206.175.73,AS50245 serverel inc.,NL,,,,
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000
51.222.13.177,AS16276 ovh sas,CA,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,
23.50.117.203,AS20940 akamai international b.v.,ID,,,,
40.126.35.81,AS8075 microsoft corporation,SG,TrojanSpy,,2023-11-04T01:46:05.174000,2023-11-04T01:46:05.174000
34.96.106.127,AS15169 google llc,US,,,,
206.84.112.30,AS64315 pt mitra visioner pratama,ID,,,,
157.240.208.16,AS32934 facebook  inc.,ID,,,,
40.126.35.20,AS8075 microsoft corporation,SG,TrojanSpy,,2023-11-04T01:46:05.174000,2023-11-04T01:46:05.174000
8.8.8.8,AS15169 google llc,US,,,,
134.119.183.59,AS29066 host europe gmbh,FR,,,,
74.125.68.95,AS15169 google llc,US,,,,
130.44.212.234,AS396986 bytedance inc.,US,,,,
172.67.136.177,AS13335 cloudflare,US,,,,
74.125.24.139,AS15169 google llc,US,,,,
