protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,31.13.95.34,443,103.166.48.247,60172,IN.bound,last-ack,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,103.166.48.247,49795,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,152.199.39.108,80,103.166.48.247,49896,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 01:12:50.009
tcp,103.166.48.247,49515,34.104.35.123,80,OUT.bound,established,,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
tcp,152.199.39.108,80,103.166.48.247,49890,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 01:12:50.009
tcp,103.166.48.247,57274,34.104.35.123,80,OUT.bound,established,,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
tcp,103.166.48.247,52283,13.71.55.58,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,103.166.48.247,52262,40.126.35.21,443,OUT.bound,established,,,SG,AS8075 microsoft corporation,Remote Access attack | Agent Tesla | C2 | BatLoader | C2 | Dridex,,2023-11-14 17:01:45.019
tcp,103.166.48.247,49364,66.203.125.11,443,OUT.bound,established,,,LU,AS203055 datacenter luxembourg s.a.,SOC2023,,2023-11-17 01:03:27.345
tcp,103.166.48.247,49518,34.104.35.123,80,OUT.bound,established,,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
udp,188.165.253.193,30301,103.166.48.247,5060,IN.bound,,,,FR,AS16276 ovh sas,ETIC Cybersecurity 2023-11-17 Port Scan,,2023-11-17 02:46:13.678
udp,198.235.24.117,55029,103.166.48.210,5060,IN.bound,,,,CA,AS396982 google,Webscanners with Bad Requests - HTTP Status 400 - 1/20/2018 thru current day,Webscanners who&amp;amp;amp;#39;s requests resulted in HTTP Status code 400 due to WAF rules or LB p,2023-11-17 02:45:08.456
tcp,103.166.48.247,56670,3.64.163.50,80,OUT.bound,established,swim.zetfans.com,,DE,AS16509 amazon.com inc,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
