protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,167.94.145.90,1409,175.103.46.156,6002,IN.bound,syn-sent,,,US,AS398705 censys  inc.,ETIC Cybersecurity 2023-11-15 Port Scan,,2023-11-15T22:59:53.097000
tcp,175.103.46.158,49749,118.98.93.56,80,OUT.bound,established,,,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,38070,43.128.118.190,799,OUT.bound,established,,speedtest.c,SG,AS132203 tencent building  kejizhongyi avenue,,,
tcp,143.42.76.52,4001,175.103.46.158,48124,IN.bound,established,,,US,ASNone ,,,
tcp,175.103.46.158,50144,103.126.10.171,443,OUT.bound,established,,,ID,AS138106 pt lintas telematika nusantara,,,
tcp,175.103.46.158,49408,20.198.118.190,443,OUT.bound,established,,speedtest.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000
tcp,175.103.46.158,50115,23.222.26.17,80,OUT.bound,established,,,US,AS16625 akamai technologies  inc.,,,
udp,175.103.46.158,43438,172.217.194.95,443,OUT.bound,,,speedtest.c,US,AS15169 google llc,,,
tcp,185.224.128.184,12257,175.103.46.156,80,IN.bound,established,,speedtest.c,NL,AS62068 spectraip b.v.,Scan port 23 Telnet (S3#),Scans hitting the server at TCP port 23 Telnet. Same IP should not appear more than once in 96 hours,2023-11-10T22:01:18.805000
tcp,35.213.190.132,443,175.103.46.158,50560,IN.bound,established,,speedtest.c,SG,AS15169 google llc,,,
udp,146.196.111.218,51492,10.79.16.9,1813,local,,,,,,,,
tcp,118.98.93.67,80,175.103.46.158,61381,IN.bound,established,,speedtest.c,ID,AS7713 pt telekomunikasi indonesia,,,
tcp,175.103.46.158,49728,23.223.112.135,443,OUT.bound,established,,,BG,AS16625 akamai technologies  inc.,,,
tcp,175.103.46.158,39032,66.90.98.108,80,OUT.bound,established,,speedtest.c,US,AS30058 fdcservers.net,,,
tcp,175.103.46.158,49838,103.126.10.171,443,OUT.bound,established,,,ID,AS138106 pt lintas telematika nusantara,,,
tcp,175.103.46.158,65093,157.240.218.60,443,OUT.bound,established,,speedtest.c,SG,AS32934 facebook  inc.,,,
tcp,84.205.222.133,443,175.103.46.158,18650,IN.bound,established,,,GR,AS35506 information society s.a.,,,
