indicator,asn,country_code2,name,description,modified,created
,,,,,,
202.148.26.5,AS9794 core mediatech,ID,,,,
8.8.8.8,AS15169 google llc,US,,,,
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
182.1.122.168,AS23693 pt. telekomunikasi selular,ID,,,,
202.148.26.4,AS9794 core mediatech,ID,,,,
103.166.48.122,AS139460 pt maxindo mitra solusi,ID,,,,
118.99.86.26,AS17451 biznet networks,ID,,,,
202.137.31.157,AS9905 linknet,ID,,,,
202.148.26.3,AS9794 core mediatech,ID,,,,
77.90.185.184,AS208485 nese mala trading as moon dc,DE,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28T02:19:36.249000,2023-11-27T23:00:06.744000
164.90.241.135,AS14061 digitalocean  llc,DE,Apache honeypot logs for 15/Sep/2023,Apache honeypot logs for common exploit attempts from a US /32,2023-10-15T14:01:44.912000,2023-09-15T14:25:29.384000
157.230.49.0,AS14061 digitalocean  llc,US,Webscanners 2018-02-09  thru current day,Automated detection of webscanners based on 404,2023-11-28T02:15:14.939000,2018-02-10T00:36:00.396000
103.237.140.210,AS38320 pt maxindo mitra solusi,ID,,,,
184.105.247.200,AS6939 hurricane electric llc,US,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28T02:19:36.249000,2023-11-27T23:00:06.744000
15.161.50.182,AS16509 amazon.com inc,IT,,,,
161.35.246.138,AS14061 digitalocean  llc,NL,Apache honeypot logs for 22/Oct/2023,Apache honeypot logs for common exploit attempts from a US /32,2023-11-21T14:03:02.973000,2023-10-22T14:23:27.689000
103.228.37.232,ASNone ,IN,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-28T02:20:52.116000,2021-07-13T01:00:09.665000
103.135.51.28,AS38320 pt maxindo mitra solusi,ID,,,,
118.193.46.62,AS135377 ucloud information technology (hk) limited,HK,Webscanners with Bad Requests - HTTP Status 400 - 1/20/2018 thru current day,Webscanners who&amp;amp;amp;#39;s requests resulted in HTTP Status code 400 due to WAF rules or LB p,2023-11-28T02:15:13.806000,2018-01-21T20:25:51.668000
103.237.140.218,AS38320 pt maxindo mitra solusi,ID,,,,
146.190.197.169,ASNone ,US,,,,
52.108.186.3,AS8075 microsoft corporation,US,,,,
31.13.95.1,AS32934 facebook  inc.,ID,,,,
52.111.240.15,AS8075 microsoft corporation,SG,,,,
13.107.246.59,AS8068 microsoft corporation,US,,,,
36.76.118.151,AS7713 pt telekomunikasi indonesia,ID,,,,
31.13.95.63,AS32934 facebook  inc.,ID,,,,
47.245.127.164,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
31.13.95.9,AS32934 facebook  inc.,ID,,,,
31.13.95.60,AS32934 facebook  inc.,ID,,,,
23.215.7.21,AS20940 akamai international b.v.,US,,,,
104.22.50.93,AS13335 cloudflare,US,IOCs - 20237211825 - ANIA Threat Feeds - IP Segment 8,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-08-21T02:04:06.774000,2023-07-22T02:04:16.024000
45.121.219.179,AS131702 moratelindo internet exchange,ID,,,,
64.233.170.95,AS15169 google llc,US,,,,
104.65.229.169,AS16625 akamai technologies  inc.,IN,,,,
142.251.175.94,AS15169 google llc,US,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,2023-10-25T18:39:18.723000
20.42.72.131,AS8075 microsoft corporation,US,SOC2023,,2023-11-28T00:52:38.952000,2023-11-09T01:24:55.160000
23.106.252.102,AS59253 leaseweb asia pacific pte. ltd.,US,,,,
64.233.170.188,AS15169 google llc,US,,,,
157.240.208.16,AS32934 facebook  inc.,ID,,,,
104.18.192.125,AS13335 cloudflare,US,,,,
162.247.241.2,AS23467 new relic,US,Phishing - bam-cell.cell.nr-data.net,,2023-11-09T05:05:01.692000,2023-10-10T06:43:52.526000
52.182.143.208,AS8075 microsoft corporation,US,,,,
180.131.130.6,ASNone ,,,,,
13.107.136.10,AS8068 microsoft corporation,US,,,,
157.240.208.3,AS32934 facebook  inc.,ID,,,,
142.250.4.102,AS15169 google llc,US,,,,
157.240.208.60,AS32934 facebook  inc.,ID,,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,
162.247.243.30,AS13335 cloudflare,US,http://malwaredomainlist.com/   CNC   Spyware   Tracking,,2023-11-22T07:37:34.595000,2023-11-22T07:37:34.595000
34.111.115.192,AS15169 google llc,US,,,,
159.148.147.229,AS51894 mikrotikls sia,LV,,,,
202.181.90.248,AS138341 shopee singapore private limited,SG,,,,
103.166.48.126,AS139460 pt maxindo mitra solusi,ID,,,,
8.222.222.85,ASNone ,SG,,,,
199.232.194.2,AS54113 fastly,US,,,,
52.112.180.165,AS8075 microsoft corporation,JP,,,,
1.10.216.66,AS23969 tot public company limited,TH,,,,
143.92.85.2,AS138341 shopee singapore private limited,SG,,,,
142.251.12.101,AS15169 google llc,US,,,,
31.13.88.201,AS32934 facebook  inc.,US,,,,
20.198.119.143,AS8075 microsoft corporation,IN,,,,
31.13.95.13,AS32934 facebook  inc.,ID,xx.fbcdn.net,,2022-04-18T00:07:16.048000,2022-03-19T16:07:41.810000
142.251.175.188,AS15169 google llc,US,,,,
23.50.87.128,AS4657 starhub ltd,SG,,,,
52.123.173.11,AS8075 microsoft corporation,US,,,,
20.198.119.84,AS8075 microsoft corporation,IN,,,,
31.13.95.61,AS32934 facebook  inc.,ID,,,,
52.40.41.84,AS16509 amazon.com inc,US,,,,
74.125.171.6,AS15169 google llc,US,,,,
74.125.130.84,AS15169 google llc,US,,,,
8.222.223.41,ASNone ,SG,,,,
52.114.36.190,AS8075 microsoft corporation,JP,,,,
172.217.194.106,AS15169 google llc,US,,,,
142.250.4.101,AS15169 google llc,US,,,,
92.223.85.165,AS199524 g-core labs s.a.,SG,,,,
122.144.2.2,AS38320 pt maxindo mitra solusi,ID,,,,
52.182.143.211,AS8075 microsoft corporation,US,,,,
204.79.197.200,AS8068 microsoft corporation,US,CVE-2023-43695,,2023-11-27T22:04:51.356000,2023-10-28T22:42:29.219000
52.123.168.216,AS8075 microsoft corporation,US,,,,
20.212.88.117,AS8075 microsoft corporation,US,,,,
34.36.31.173,ASNone ,US,,,,
103.135.1.127,AS38320 pt maxindo mitra solusi,ID,,,,
103.119.230.141,AS64315 pt mitra visioner pratama,ID,,,,
110.137.72.29,AS7713 pt telekomunikasi indonesia,ID,Digital Ocean (Toronto (Canada)) Telnet Bruteforce Hosts for 2023-07-16,IPV4 hosts detected attempting to brute force telnet on private honeypot,2023-08-16T09:02:44.354000,2023-07-17T09:00:02.878000
23.195.157.159,AS131702 moratelindo internet exchange,ID,,,,
209.58.162.123,AS59253 leaseweb asia pacific pte. ltd.,SG,,,,
104.17.25.14,AS13335 cloudflare,US,PHI at risk? Infected Healthcare System? Masquerading,Masquerading. Obnoxious privilege escalation. Dangerous entanglements. Attorneys representing  targe,2023-11-27T08:48:22.997000,2023-11-27T08:48:22.997000
17.253.118.202,AS6185 apple inc.,SG,,,,
172.67.221.250,AS13335 cloudflare,US,,,,
74.125.200.94,AS15169 google llc,US,,,,
199.232.234.73,AS54113 fastly,US,,,,
8.219.120.31,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
52.123.160.131,AS8075 microsoft corporation,US,,,,
74.125.24.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
87.98.185.184,AS16276 ovh sas,FR,Cyber Criminal Group,,2023-10-30T02:58:42.052000,2023-10-30T02:58:42.052000
47.245.103.219,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
157.240.13.14,AS32934 facebook  inc.,SG,,,,
180.249.186.132,AS7713 pt telekomunikasi indonesia,ID,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,
172.217.194.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
175.206.80.31,AS4766 korea telecom,KR,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-28T02:21:50.185000,2021-07-13T01:00:09.665000
122.144.3.6,AS38320 pt maxindo mitra solusi,ID,,,,
104.16.191.89,AS13335 cloudflare,US,,,,
161.117.98.10,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
142.251.10.138,AS15169 google llc,US,,,,
142.251.12.188,AS15169 google llc,US,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000
119.11.250.12,AS10217 pt. ntt indonesia,ID,,,,
52.108.68.27,AS8075 microsoft corporation,SG,,,,
157.240.208.35,AS32934 facebook  inc.,ID,,,,
157.240.235.15,AS32934 facebook  inc.,SG,,,,
142.251.12.94,AS15169 google llc,US,uTorrent seeds from a VM,The world ,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
74.125.68.190,AS15169 google llc,US,,,,
40.99.8.194,AS8075 microsoft corporation,SG,uTorrent seeds from a VM,The world ,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000
35.186.224.25,AS15169 google llc,US,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20T23:00:11.182000,2023-11-19T23:00:45.737000
52.98.84.82,AS8075 microsoft corporation,SG,,,,
23.215.35.87,AS20940 akamai international b.v.,FR,,,,
40.126.35.153,AS8075 microsoft corporation,SG,,,,
172.253.118.102,AS15169 google llc,US,,,,
54.251.22.188,AS16509 amazon.com inc,SG,,,,
142.251.175.95,AS15169 google llc,US,,,,
142.251.175.100,AS15169 google llc,US,,,,
52.109.52.87,AS8075 microsoft corporation,JP,,,,
172.217.194.94,AS15169 google llc,US,,,,
172.253.118.147,AS15169 google llc,US,AIG Hacked or Spoofed website?,,2023-11-27T23:02:02.229000,2023-10-29T01:07:16.410000
36.76.192.160,AS7713 pt telekomunikasi indonesia,ID,,,,
8.214.24.127,AS45102 alibaba (us) technology co.  ltd.,SG,LCIA:HoneyNet:July 2022,,2022-08-18T12:03:39.501000,2022-07-01T00:01:36.826000
74.125.130.94,AS15169 google llc,US,,,,
118.26.252.226,AS23724 idc china telecommunications corporation,CN,,,,
108.137.53.58,AS16509 amazon.com inc,ID,,,,
142.251.12.91,AS15169 google llc,US,,,,
47.245.106.5,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
74.125.130.157,AS15169 google llc,US,,,,
143.244.33.54,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
35.154.241.122,AS16509 amazon.com inc,IN,njRAT  BazarLoader    WebToolbar   Qbot,,2023-11-07T01:10:46.934000,2023-11-07T01:10:46.934000
203.161.21.187,AS133840 pt jala lintas media,ID,,,,
13.107.6.158,AS8068 microsoft corporation,US,,,,
35.186.203.63,AS15169 google llc,US,,,,
74.125.130.95,AS15169 google llc,US,,,,
143.244.33.97,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
23.111.12.23,AS59253 leaseweb asia pacific pte. ltd.,SG,,,,
52.109.124.191,AS8075 microsoft corporation,SG,,,,
31.13.95.35,AS32934 facebook  inc.,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26T20:30:44.043000,2022-10-11T13:14:18.676000
142.251.12.95,AS15169 google llc,US,,,,
20.190.163.29,AS8075 microsoft corporation,SG,,,,
104.19.155.83,AS13335 cloudflare,US,COMUNICACION MALICIOSA   CON URL: https://www.hubspot.com/,Se identifica comunicación maliciosa con url gestionada a través de AnyRun para entidad privada  don,2022-05-21T00:03:44.725000,2022-04-21T21:44:26.941000
203.161.21.208,AS133840 pt jala lintas media,ID,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
8.219.230.89,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
74.125.68.95,AS15169 google llc,US,,,,
98.98.116.242,ASNone ,US,,,,
31.13.95.19,AS32934 facebook  inc.,ID,,,,
115.96.27.46,AS17488 hathway ip over cable internet,IN,,,,
161.117.93.210,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
172.217.194.139,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000
8.219.118.103,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
34.96.128.111,AS396982 google,HK,,,,
47.236.113.82,ASNone ,US,,,,
203.161.21.177,AS133840 pt jala lintas media,ID,,,,
142.251.10.84,AS15169 google llc,US,Apple   iOS   Automated Attacks   Resource Hijacking   Google Tracker,Boot or Logon Autostart Execution nCommand and Scripting Interpreter nAutomated Collection nWebToolb,2023-11-15T19:05:43.285000,2023-11-15T19:05:43.285000
64.233.170.157,AS15169 google llc,US,,,,
74.125.101.232,AS15169 google llc,US,,,,
52.112.176.179,AS8075 microsoft corporation,JP,,,,
142.251.88.41,AS15169 google llc,US,,,,
52.123.173.8,AS8075 microsoft corporation,US,,,,
74.125.24.95,AS15169 google llc,US,,,,
52.111.240.5,AS8075 microsoft corporation,SG,,,,
36.68.216.67,AS7713 pt telekomunikasi indonesia,ID,,,,
3.1.180.246,AS16509 amazon.com inc,SG,,,,
92.223.85.52,AS199524 g-core labs s.a.,SG,,,,
142.251.175.154,AS15169 google llc,US,,,,
52.114.15.176,AS8075 microsoft corporation,SG,,,,
74.125.200.147,AS15169 google llc,US,,,,
203.27.106.7,AS137409 gsl networks pty ltd,AU,,,,
13.214.52.63,AS16509 amazon.com inc,US,,,,
157.240.208.63,AS32934 facebook  inc.,ID,,,,
74.125.130.102,AS15169 google llc,US,,,,
52.77.44.204,AS16509 amazon.com inc,SG,,,,
203.27.106.13,AS137409 gsl networks pty ltd,AU,,,,
64.233.170.154,AS15169 google llc,US,,,,
143.92.75.2,AS138341 shopee singapore private limited,SG,,,,
52.178.17.3,AS8075 microsoft corporation,NL,,,,
23.53.15.8,AS20940 akamai international b.v.,SE,,,,
91.108.56.165,AS62014 telegram messenger inc,AG,,,,
142.251.10.101,AS15169 google llc,US,,,,
157.240.208.33,AS32934 facebook  inc.,ID,,,,
17.253.61.205,AS714 apple inc.,US,,,,
157.240.13.1,AS32934 facebook  inc.,SG,,,,
52.123.128.14,AS8075 microsoft corporation,US,,,,
142.251.175.101,AS15169 google llc,US,,,,
31.13.95.37,AS32934 facebook  inc.,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-26T20:30:44.043000,2022-10-11T13:14:18.676000
47.236.15.160,ASNone ,US,,,,
34.101.5.74,AS139190 google asia pacific pte. ltd.,US,,,,
172.253.118.94,AS15169 google llc,US,,,,
74.125.130.188,AS15169 google llc,US,,,,
64.62.197.32,AS6939 hurricane electric llc,US,IP Addresses Logged by the Rosethorn PotNet,Logs of IP trying to hack into my Particle Photon and Cloud Honeypot instance,2023-11-28T02:23:21.080000,2021-02-16T13:14:16.945000
157.240.235.61,AS32934 facebook  inc.,SG,,,,
157.240.208.23,AS32934 facebook  inc.,ID,,,,
17.248.224.6,AS714 apple inc.,SG,,,,
8.219.106.34,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
44.236.176.147,AS16509 amazon.com inc,US,,,,
217.146.12.138,AS42473 anexia internetdienstleistungs gmbh,IN,,,,
218.92.0.16,AS4134 chinanet,CN,Vultr Paris (France) SSH Attacker Hosts for 2023-10-27,IPV4 hosts detected attempting to attack SSH on private honeypot,2023-11-27T09:05:05.697000,2023-10-28T09:40:02.935000
47.241.116.15,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
52.98.33.162,AS8075 microsoft corporation,SG,,,,
52.168.117.170,AS8075 microsoft corporation,US,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
172.217.194.95,AS15169 google llc,US,,,,
52.108.8.12,AS8075 microsoft corporation,US,,,,
162.247.243.22,AS13335 cloudflare,US,,,,
34.117.36.110,AS396982 google,US,,,,
74.125.68.188,AS15169 google llc,US,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000
103.107.198.66,AS137409 gsl networks pty ltd,SG,,,,
104.17.248.168,AS13335 cloudflare,US,,,,
52.108.79.30,AS8075 microsoft corporation,US,,,,
74.125.200.95,AS15169 google llc,US,,,,
13.89.178.27,AS8075 microsoft corporation,US,netw data from iOS App data - Unauthorised use of Apple networking and Oracle Server,Redirecting user DNS to google dns - unauthorised nRunning a sophos instance based in Germany - Much,2022-05-05T00:01:02.977000,2022-04-05T12:53:27.113000
52.115.47.141,AS8075 microsoft corporation,JP,,,,
52.111.240.2,AS8075 microsoft corporation,SG,,,,
52.123.168.220,AS8075 microsoft corporation,US,,,,
203.27.106.11,AS137409 gsl networks pty ltd,AU,,,,
74.125.200.104,AS15169 google llc,US,,,,
47.236.9.38,ASNone ,US,,,,
103.107.199.6,AS137409 gsl networks pty ltd,SG,,,,
52.113.155.165,AS8075 microsoft corporation,US,,,,
104.22.24.154,AS13335 cloudflare,US,,,,
74.125.68.103,AS15169 google llc,US,,,,
74.125.24.94,AS15169 google llc,US,,,,
210.210.172.62,AS4787 pt cyberindo aditama,ID,,,,
47.241.179.111,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
104.22.25.154,AS13335 cloudflare,US,,,,
45.113.201.236,AS137697 chinatelecom jiangsu yangzhou idc networkdescr,CN,Purple Fox rootkit propagating like a worm,,2022-02-03T00:04:00.660000,2022-01-04T07:53:07.950000
23.48.173.8,AS20940 akamai international b.v.,US,,,,
143.92.82.8,AS138341 shopee singapore private limited,SG,,,,
52.123.160.127,AS8075 microsoft corporation,US,,,,
17.253.61.199,AS714 apple inc.,US,,,,
17.57.145.55,AS714 apple inc.,US,,,,
52.113.155.198,AS8075 microsoft corporation,US,,,,
151.101.1.35,AS54113 fastly,US,,,,
52.114.44.81,AS8075 microsoft corporation,KR,,,,
44.237.54.221,AS16509 amazon.com inc,US,,,,
47.236.14.98,ASNone ,US,,,,
142.251.10.147,AS15169 google llc,US,,,,
218.92.0.113,AS4134 chinanet,CN,SSH Brute-Force Honeypot Live,every host is banned for 3 hours and receives an abuse report from me every 96 hours if it continues,2023-11-28T02:24:58.329000,2021-07-13T01:00:09.665000
18.140.219.222,AS16509 amazon.com inc,SG,,,,
163.171.220.15,AS54994 quantil networks inc,US,,,,
74.125.138.94,AS15169 google llc,US,,,,
