indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
195.123.221.1,AS21100 itl llc,NL,,,,
34.117.36.110,AS396982 google,US,,,,
35.186.203.63,AS15169 google llc,US,,,,
35.213.190.132,AS15169 google llc,SG,,,,
51.77.90.246,AS16276 ovh sas,FR,,,,
2.59.169.86,ASNone ,MD,,,,
122.144.3.5,AS38320 pt maxindo mitra solusi,ID,IOCs - 2023651317 - ANIA Threat Feeds - IP Segment 8,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-07-05T20:01:39.023000,2023-06-05T20:46:20.263000
182.23.50.233,AS4800 aplikanusa lintasarta,ID,,,,
31.13.95.37,AS32934 facebook  inc.,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
2.59.169.42,ASNone ,MD,,,,
2.59.169.43,ASNone ,MD,,,,
202.158.58.37,AS4787 pt cyberindo aditama,ID,,,,
190.2.153.211,AS49981 worldstream b.v.,NL,,,,
134.119.183.60,AS29066 host europe gmbh,FR,,,,
13.126.70.76,AS16509 amazon.com inc,IN,,,,
130.44.212.235,AS396986 bytedance inc.,US,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,
157.240.13.55,AS32934 facebook  inc.,SG,,,,
54.169.5.36,AS16509 amazon.com inc,SG,,,,
130.44.212.236,AS396986 bytedance inc.,US,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
162.125.40.1,AS19679 dropbox  inc.,US,,,,
47.74.170.157,AS45102 alibaba (us) technology co.  ltd.,SG,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000
54.169.4.174,AS16509 amazon.com inc,SG,,,,
31.13.95.34,AS32934 facebook  inc.,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
5.45.63.197,AS198605 avast software s.r.o.,CZ,,,,
142.251.175.188,AS15169 google llc,US,,,,
64.233.170.188,AS15169 google llc,US,,,,
74.125.200.95,AS15169 google llc,US,,,,
142.251.12.95,AS15169 google llc,US,,,,
13.224.167.55,AS16509 amazon.com inc,US,,,,
52.215.207.140,AS16509 amazon.com inc,IE,,,,
52.51.31.115,AS16509 amazon.com inc,IE,,,,
108.136.230.5,AS16509 amazon.com inc,ID,,,,
3.254.73.94,AS16509 amazon.com inc,IE,,,,
43.218.228.108,ASNone ,AU,,,,
108.136.142.250,AS16509 amazon.com inc,ID,,,,
54.183.98.79,AS16509 amazon.com inc,US,,,,
108.136.166.41,AS16509 amazon.com inc,ID,,,,
18.228.205.152,AS16509 amazon.com inc,BR,,,,
108.137.4.119,AS16509 amazon.com inc,ID,,,,
18.231.123.56,AS16509 amazon.com inc,BR,,,,
54.232.76.88,AS16509 amazon.com inc,BR,,,,
13.229.102.99,AS16509 amazon.com inc,SG,,,,
13.212.115.57,AS16509 amazon.com inc,SG,,,,
54.233.226.234,AS16509 amazon.com inc,BR,,,,
43.218.139.132,ASNone ,AU,,,,
13.212.249.65,AS16509 amazon.com inc,SG,,,,
54.233.136.143,AS16509 amazon.com inc,BR,,,,
54.232.15.29,AS16509 amazon.com inc,BR,,,,
51.16.13.101,ASNone ,US,,,,
51.16.21.67,ASNone ,US,,,,
13.39.234.24,AS16509 amazon.com inc,FR,,,,
8.222.137.37,ASNone ,SG,,,,
51.17.8.158,ASNone ,US,,,,
13.38.238.60,AS16509 amazon.com inc,FR,,,,
103.159.117.13,ASNone ,ID,,,,
35.180.90.250,AS16509 amazon.com inc,FR,,,,
103.237.141.186,AS38320 pt maxindo mitra solusi,ID,,,,
13.233.192.228,AS16509 amazon.com inc,IN,,,,
119.110.78.120,AS38320 pt maxindo mitra solusi,ID,,,,
