session,protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
2023-11-21_14-36-23,tcp,13.13.13.2,63584,103.30.246.172,1433,OUT.bound,established,,LOKAL.c,ID,AS131745 pt. cybertechtonic pratama,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,43.250.156.128,6526,OUT.bound,,,INTL.c,IN,AS45916 gujarat telelink pvt ltd,IOCs - 2022111347 - ANIA Threat Feeds - IP Segment 4,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2022-01-31T21:02:01.450000
2023-11-21_14-36-23,udp,13.13.13.2,25409,182.178.68.222,21691,OUT.bound,,,INTL.c,PK,AS17557 pakistan telecommunication company limited,,,
2023-11-21_14-36-23,tcp,13.13.13.2,49387,142.251.10.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000
2023-11-21_14-36-23,tcp,13.13.13.2,48144,157.240.208.3,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-21_14-36-23,tcp,13.13.13.2,38414,188.172.198.143,443,OUT.bound,established,,INTL.c,GB,AS42473 anexia internetdienstleistungs gmbh,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,193.33.230.54,28154,OUT.bound,,,INTL.c,RU,AS43038 mts pjsc,,,
2023-11-21_14-36-23,tcp,13.13.13.2,49181,34.141.12.164,443,OUT.bound,established,,LOKAL.c,DE,AS396982 google,,,
2023-11-21_14-36-23,tcp,13.13.13.2,65088,103.107.198.66,443,OUT.bound,established,,INTL.c,SG,AS137409 gsl networks pty ltd,,,
2023-11-21_14-36-23,tcp,150.242.182.187,80,175.103.46.90,37456,Other,established,,,,,,,
2023-11-21_14-36-23,tcp,192.168.50.6,51665,144.195.96.115,443,OUT.bound,established,,,US,AS30103 zoom video communications,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,178.248.114.13,47258,OUT.bound,,,INTL.c,IN,AS136714 stampede communications pvt. ltd.,,,
2023-11-21_14-36-23,udp,45.155.91.237,5113,175.103.46.89,5060,Other,,,,,,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,95.25.35.139,60433,OUT.bound,,,INTL.c,RU,AS8402 pjsc vimpelcom,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,61.1.225.174,16689,OUT.bound,,,INTL.c,IN,AS9829 national internet backbone,,,
2023-11-21_14-36-23,tcp,13.13.13.2,49675,23.106.252.75,443,OUT.bound,established,,INTL.c,US,AS59253 leaseweb asia pacific pte. ltd.,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,103.215.224.145,14433,OUT.bound,,,INTL.c,IN,AS23860 alliance broadband services pvt. ltd.,,,
2023-11-21_14-36-23,tcp,13.13.13.2,65465,157.240.217.17,443,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
2023-11-21_14-36-23,tcp,13.13.13.2,62327,103.30.245.99,1433,OUT.bound,established,,LOKAL.c,ID,AS131745 pt. cybertechtonic pratama,,,
2023-11-21_14-36-23,tcp,13.13.13.2,51413,74.125.130.188,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,5.130.88.118,30232,OUT.bound,,,INTL.c,RU,AS31200 novotelecom ltd,,,
2023-11-21_14-36-23,tcp,13.13.13.2,49180,142.251.12.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,wifi logs to check,Here is the full text of the key event in the IBSS/ESS (3) system  which has been disabled since its,2022-11-26T03:02:13.742000
2023-11-21_14-36-23,tcp,13.13.13.2,50115,20.198.119.84,443,OUT.bound,established,,INTL.c,IN,AS8075 microsoft corporation,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,103.104.49.129,25639,OUT.bound,,,INTL.c,IN,AS135876 at broadband pvt ltd,,,
2023-11-21_14-36-23,tcp,185.224.128.184,4157,175.103.46.91,80,Other,established,,,,,,,
2023-11-21_14-36-23,tcp,13.13.13.2,52882,31.13.95.34,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000
2023-11-21_14-36-23,gre,125.164.8.95,,175.103.46.94,,Other,,,LOKAL.c,,,,,
2023-11-21_14-36-23,tcp,13.13.13.2,56222,23.108.101.65,443,OUT.bound,established,,INTL.c,SG,AS59253 leaseweb asia pacific pte. ltd.,,,
2023-11-21_14-36-23,tcp,13.13.13.2,56223,172.253.118.188,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
2023-11-21_14-36-23,udp,13.13.13.2,25409,180.252.253.172,63594,OUT.bound,,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,
2023-11-21_14-36-23,tcp,13.13.13.2,60507,23.106.252.102,80,OUT.bound,established,,INTL.c,US,AS59253 leaseweb asia pacific pte. ltd.,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,176.215.84.34,10617,OUT.bound,,,INTL.c,RU,AS50544 jsc er-telecom holding,,,
2023-11-21_14-36-23,tcp,13.13.13.2,57673,34.36.232.77,443,OUT.bound,established,,INTL.c,US,ASNone ,,,
2023-11-21_14-36-23,tcp,13.13.13.2,50600,74.125.130.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,95.87.74.152,20499,OUT.bound,,,INTL.c,KG,AS29061 saimanet telecomunications,,,
2023-11-21_14-36-23,tcp,13.13.13.2,64126,202.138.226.70,3306,OUT.bound,established,,LOKAL.c,ID,AS9657 melsa-i-net,,,
2023-11-21_14-36-23,tcp,13.13.13.2,59946,8.219.162.1,443,OUT.bound,established,,INTL.c,SG,AS45102 alibaba (us) technology co.  ltd.,,,
2023-11-21_14-36-23,tcp,13.13.13.2,64227,103.30.247.92,1433,OUT.bound,established,,LOKAL.c,ID,AS131745 pt. cybertechtonic pratama,,,
2023-11-21_14-36-23,tcp,185.224.128.184,26567,175.103.46.88,80,Other,established,,,,,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,88.249.39.15,19275,OUT.bound,,,INTL.c,TR,AS47331 ttnet a.s.,,,
2023-11-21_14-36-23,tcp,192.168.50.6,51655,144.195.96.115,443,OUT.bound,established,,,US,AS30103 zoom video communications,,,
2023-11-21_14-36-23,tcp,13.13.13.2,55284,142.251.175.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_14-36-23,udp,13.13.13.2,37507,31.13.95.63,443,OUT.bound,,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-21_14-36-23,tcp,13.13.13.2,33446,142.251.175.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_14-36-23,tcp,13.13.13.2,49424,157.240.208.60,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,182.178.194.12,27539,OUT.bound,,,INTL.c,PK,AS17557 pakistan telecommunication company limited,,,
2023-11-21_14-36-23,tcp,185.224.128.184,21543,175.103.46.88,80,Other,established,,,,,,,
2023-11-21_14-36-23,tcp,13.13.13.2,58596,142.251.12.95,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_14-36-23,tcp,13.13.13.2,39600,74.125.24.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000
2023-11-21_14-36-23,tcp,13.13.13.2,60914,163.70.153.60,443,OUT.bound,established,,LOKAL.c,FR,ASNone ,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,78.187.38.159,21583,OUT.bound,,,INTL.c,TR,AS9121 turk telekomunikasyon anonim sirketi,,,
2023-11-21_14-36-23,tcp,13.13.13.2,58179,122.200.144.141,1433,OUT.bound,established,,LOKAL.c,ID,AS38148 qiandra information technology pt,,,
2023-11-21_14-36-23,tcp,13.13.13.2,49163,92.223.85.163,443,OUT.bound,established,,INTL.c,SG,AS199524 g-core labs s.a.,,,
2023-11-21_14-36-23,udp,13.13.13.2,63999,104.16.224.149,443,OUT.bound,,,LOKAL.c,US,AS13335 cloudflare,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,183.83.214.90,29007,OUT.bound,,,INTL.c,IN,AS18209 atria convergence technologies pvt ltd,,,
2023-11-21_14-36-23,tcp,13.13.13.2,64544,74.125.200.94,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_14-36-23,udp,13.13.13.2,25409,84.54.73.249,46215,OUT.bound,,,INTL.c,UZ,AS8193 uzbektelekom joint stock company,,,
2023-11-21_14-36-23,tcp,192.168.50.6,51654,144.195.96.115,443,OUT.bound,established,,,US,AS30103 zoom video communications,,,
2023-11-21_14-36-23,tcp,13.13.13.2,50442,74.125.130.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
2023-11-21_14-36-23,tcp,13.13.13.2,53824,20.198.119.84,443,OUT.bound,established,,INTL.c,IN,AS8075 microsoft corporation,,,
