indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
101.32.248.90,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.133.45.194,AS132203 tencent building  kejizhongyi avenue,SG,,,,
54.255.247.221,AS16509 amazon.com inc,SG,,,,
157.240.199.61,AS32934 facebook  inc.,HK,,,,
43.134.53.107,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.128.74.37,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,
172.104.174.27,AS63949 linode  llc,SG,,,,
23.216.158.146,AS7713 pt telekomunikasi indonesia,ID,,,,
103.107.198.22,AS137409 gsl networks pty ltd,SG,,,,
43.198.50.186,AS16509 amazon.com inc,US,,,,
143.244.33.68,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
118.98.77.187,AS7713 pt telekomunikasi indonesia,ID,,,,
139.180.158.87,AS20473 the constant company  llc,SG,,,,
47.241.125.77,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
18.163.242.58,AS16509 amazon.com inc,HK,,,,
113.11.181.215,AS17451 biznet networks,ID,IOCs - 2023261214 - ANIA Threat Feeds - IP Segment 3,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-03-08T21:16:31.886000,2023-02-06T21:38:00.493000
43.128.118.190,AS132203 tencent building  kejizhongyi avenue,SG,,,,
157.240.7.53,AS32934 facebook  inc.,SG,,,,
172.253.118.95,AS15169 google llc,US,,,,
139.255.66.35,AS9905 linknet,ID,Scan port 139 NETBIOS (S3#),Scans hitting the server at TCP port 139 NETBIOS. Same IP should not appear more than once in 96 hou,2022-03-26T10:00:00.027000,2022-02-24T10:06:58.256000
157.240.211.61,AS32934 facebook  inc.,HK,,,,
43.134.53.182,AS132203 tencent building  kejizhongyi avenue,SG,,,,
3.33.193.183,AS16509 amazon.com inc,US,,,,
80.82.77.144,AS202425 ip volume inc,NL,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29T04:07:46.910000,2023-11-28T23:00:20.181000
158.247.230.179,AS20473 the constant company  llc,KR,,,,
161.35.12.57,AS14061 digitalocean  llc,US,,,,
45.152.188.213,AS1239 sprint,US,IOCs - 20237211819 - ANIA Threat Feeds - IP Segment 7,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-08-21T02:04:06.774000,2023-07-22T02:03:16.372000
3.216.157.50,AS14618 amazon.com  inc.,US,,,,
3.211.186.177,AS14618 amazon.com  inc.,US,,,,
35.90.101.111,AS16509 amazon.com inc,US,,,,
54.200.98.124,AS16509 amazon.com inc,US,,,,
47.236.101.216,ASNone ,US,,,,
47.236.4.85,ASNone ,US,,,,
34.222.197.42,AS16509 amazon.com inc,US,,,,
52.33.71.81,AS16509 amazon.com inc,US,,,,
122.144.3.6,AS38320 pt maxindo mitra solusi,ID,,,,
142.250.4.95,AS15169 google llc,US,,,,
211.199.98.115,AS4766 korea telecom,KR,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-29T04:05:57.486000,2023-03-27T16:17:36.094000
198.235.24.97,AS396982 google,CA,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-29T04:05:57.486000,2023-03-27T16:17:36.094000
45.128.232.84,ASNone ,BG,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29T04:07:46.910000,2023-11-28T23:00:20.181000
118.98.113.139,AS7713 pt telekomunikasi indonesia,ID,,,,
117.18.232.240,AS15133 verizon,AU,,,,
23.216.158.123,AS7713 pt telekomunikasi indonesia,ID,,,,
45.121.219.250,AS131702 moratelindo internet exchange,ID,,,,
74.125.130.84,AS15169 google llc,US,,,,
74.125.68.101,AS15169 google llc,US,,,,
157.240.235.60,AS32934 facebook  inc.,SG,,,,
20.44.248.140,AS8075 microsoft corporation,SG,,,,
20.198.119.143,AS8075 microsoft corporation,IN,,,,
216.239.38.120,AS15169 google llc,US,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,2022-07-16T10:42:33.303000
157.240.217.60,AS32934 facebook  inc.,SG,,,,
23.38.195.129,AS7713 pt telekomunikasi indonesia,US,,,,
104.118.154.173,AS24203 pt xl axiata,ID,,,,
103.107.199.6,AS137409 gsl networks pty ltd,SG,,,,
52.113.194.132,AS8068 microsoft corporation,US,Investigation of Distribution Vectors and Threat Network Infrastructure,,2023-11-27T07:26:03.810000,2023-08-28T21:28:30.294000
157.240.218.60,AS32934 facebook  inc.,SG,,,,
209.58.183.231,AS59253 leaseweb asia pacific pte. ltd.,SG,,,,
74.125.130.93,AS15169 google llc,US,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
35.227.248.88,AS15169 google llc,US,,,,
91.108.56.158,AS62014 telegram messenger inc,AG,,,,
92.223.85.52,AS199524 g-core labs s.a.,SG,,,,
36.67.189.250,AS7713 pt telekomunikasi indonesia,ID,,,,
143.244.33.70,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
31.13.95.60,AS32934 facebook  inc.,ID,,,,
142.251.85.8,AS15169 google llc,US,,,,
23.216.158.120,AS7713 pt telekomunikasi indonesia,ID,,,,
23.216.158.170,AS7713 pt telekomunikasi indonesia,ID,,,,
142.250.4.102,AS15169 google llc,US,,,,
142.251.10.95,AS15169 google llc,US,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000
74.125.130.113,AS15169 google llc,US,,,,
157.240.13.54,AS32934 facebook  inc.,SG,,,,
