indicator,asn,country_code2,name,description,modified,created
140.0.23.161,AS23700 linknet fastnet asn,ID,,,,
212.227.43.225,AS8560 1&1 ionos se,DE,onionoo,,2023-07-07T08:02:14.681000,2023-06-07T08:28:39.939000
134.119.186.75,AS29066 host europe gmbh,FR,,,,
190.2.153.208,AS49981 worldstream b.v.,NL,,,,
163.70.153.60,ASNone ,FR,,,,
78.46.123.26,AS24940 hetzner online gmbh,DE,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
190.2.153.202,AS49981 worldstream b.v.,NL,,,,
178.132.3.202,AS49981 worldstream b.v.,NL,,,,
134.119.183.61,AS29066 host europe gmbh,FR,,,,
135.148.150.100,AS16276 ovh sas,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
88.198.17.205,AS24940 hetzner online gmbh,DE,,,,
205.185.124.189,AS53667 frantech solutions,US,IOCs - 20237211810 - ANIA Threat Feeds - IP Segment 6,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-08-21T02:04:06.774000,2023-07-22T02:01:48.924000
134.119.189.9,AS29066 host europe gmbh,FR,,,,
198.71.53.137,AS8560 1&1 ionos se,US,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,
163.172.53.201,AS12876 online s.a.s.,FR,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
51.77.90.246,AS16276 ovh sas,FR,,,,
88.99.248.158,AS24940 hetzner online gmbh,DE,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
192.95.36.142,AS16276 ovh sas,CA,,,,
134.119.190.185,AS29066 host europe gmbh,FR,,,,
77.111.244.29,AS205016 hern labs ab,UA,IOCs - 20222121428 - ANIA Threat Feeds - IP Segment 6,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2022-03-14T22:05:30.180000,2022-02-12T22:42:47.821000
91.121.219.14,AS16276 ovh sas,FR,test,,2022-09-27T10:23:28.226000,2022-09-27T10:23:28.226000
134.119.183.59,AS29066 host europe gmbh,FR,,,,
163.70.153.61,ASNone ,FR,,,,
185.120.145.83,AS9009 m247 ltd,RO,,,,
81.6.47.149,AS13030 init7 switzerland  ltd,CH,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
69.30.239.126,AS32097 wholesale internet  inc.,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
74.125.130.95,AS15169 google llc,US,,,,
74.125.130.93,AS15169 google llc,US,,,,
2.59.169.43,ASNone ,MD,,,,
185.241.208.101,ASNone ,NL,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
54.39.118.29,AS16276 ovh sas,CA,,,,
190.2.153.231,AS49981 worldstream b.v.,NL,,,,
13.250.227.204,AS16509 amazon.com inc,SG,,,,
190.2.153.211,AS49981 worldstream b.v.,NL,,,,
190.2.153.205,AS49981 worldstream b.v.,NL,,,,
130.44.212.234,AS396986 bytedance inc.,US,,,,
2.59.169.85,ASNone ,MD,,,,
34.107.243.93,AS15169 google llc,US,,,,
190.2.153.200,AS49981 worldstream b.v.,NL,,,,
2.59.169.42,ASNone ,MD,,,,
2.59.169.86,ASNone ,MD,,,,
15.152.115.211,AS16509 amazon.com inc,JP,,,,
15.152.16.73,AS16509 amazon.com inc,JP,,,,
,,,,,,
146.196.110.90,AS139460 pt maxindo mitra solusi,ID,,,,
15.152.54.110,AS16509 amazon.com inc,JP,,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,
74.125.130.188,AS15169 google llc,US,,,,
161.189.69.123,AS135629 ningxia west cloud data technology co.ltd.,CN,,,,
43.192.80.102,ASNone ,US,,,,
68.79.10.97,AS135629 ningxia west cloud data technology co.ltd.,CN,,,,
43.192.89.9,ASNone ,US,,,,
52.82.43.141,AS135629 ningxia west cloud data technology co.ltd.,CN,,,,
52.83.231.165,AS135629 ningxia west cloud data technology co.ltd.,CN,,,,
