indicator,asn,country_code2,name,description,modified,created
31.13.68.60,AS32934 facebook  inc.,SG,,,,
157.240.15.60,AS32934 facebook  inc.,SG,,,,
157.240.217.60,AS32934 facebook  inc.,SG,,,,
74.125.200.139,AS15169 google llc,US,,,,
157.240.13.54,AS32934 facebook  inc.,SG,,,,
192.74.233.26,AS54600 peg tech inc,US,,,,
23.219.204.159,AS4230 claro s.a.,BR,,,,
157.240.7.54,AS32934 facebook  inc.,SG,,,,
80.120.241.118,AS8447 a1 telekom austria ag,AT,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28T22:59:05.287000,2023-11-27T23:00:06.744000
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
8.8.8.8,AS15169 google llc,US,,,,
157.240.235.60,AS32934 facebook  inc.,SG,,,,
157.240.218.60,AS32934 facebook  inc.,SG,,,,
142.251.175.121,AS15169 google llc,US,,,,
23.222.26.41,AS16625 akamai technologies  inc.,US,,,,
54.255.247.221,AS16509 amazon.com inc,SG,,,,
157.240.235.61,AS32934 facebook  inc.,SG,,,,
103.147.212.46,AS140403 pt. graha fatta,NL,,,,
101.32.248.90,AS132203 tencent building  kejizhongyi avenue,SG,,,,
103.66.70.62,AS133840 pt jala lintas media,ID,,,,
15.197.193.114,AS16509 amazon.com inc,US,,,,
52.76.156.186,AS16509 amazon.com inc,SG,,,,
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,
52.74.159.125,AS16509 amazon.com inc,SG,,,,
64.62.197.222,AS6939 hurricane electric llc,US,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-29T03:17:43.732000,2023-03-27T16:17:36.094000
65.8.11.73,AS16509 amazon.com inc,US,,,,
180.250.169.36,AS7713 pt telekomunikasi indonesia,ID,,,,
18.67.172.10,ASNone ,US,,,,
172.217.194.95,AS15169 google llc,US,,,,
31.214.244.19,AS197071 active 1 gmbh,DE,,,,
195.85.201.201,AS211557 oguzhan oktay,TR,ETIC Cybersecurity 2023-11-28 Port Scan,,2023-11-28T22:59:05.287000,2023-11-27T23:00:06.744000
23.223.113.77,AS16625 akamai technologies  inc.,BG,,,,
192.151.240.98,AS40065 cnservers llc,US,,,,
52.220.214.170,AS16509 amazon.com inc,SG,,,,
23.38.195.98,AS7713 pt telekomunikasi indonesia,US,,,,
118.98.93.97,AS7713 pt telekomunikasi indonesia,ID,,,,
18.138.146.223,AS16509 amazon.com inc,SG,,,,
18.161.180.35,ASNone ,US,,,,
172.67.36.125,AS13335 cloudflare,US,ETIC Cybersecurity 2023-11-27 Port Scan,,2023-11-27T22:59:55.478000,2023-11-26T23:00:29.315000
142.251.175.139,AS15169 google llc,US,,,,
209.58.183.231,AS59253 leaseweb asia pacific pte. ltd.,SG,,,,
163.70.141.60,ASNone ,FR,,,,
143.244.33.157,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
8.247.49.120,AS3356 level 3 parent  llc,US,,,,
23.224.144.153,AS40065 cnservers llc,US,,,,
194.233.78.54,AS141995 contabo asia private limited,SG,ETIC Cybersecurity 2023-11-29 Port Scan,,2023-11-29T03:17:05.184000,2023-11-28T23:00:20.181000
31.13.68.61,AS32934 facebook  inc.,SG,,,,
157.240.7.53,AS32934 facebook  inc.,SG,,,,
103.107.198.74,AS137409 gsl networks pty ltd,SG,,,,
47.103.14.231,AS37963 hangzhou alibaba advertising co. ltd.,CN,,,,
34.117.97.41,AS396982 google,US,,,,
71.6.134.230,AS10439 carinet  inc.,US,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-29T03:18:15.264000,2023-03-27T16:17:36.094000
74.125.200.132,AS15169 google llc,US,,,,
18.161.180.69,ASNone ,US,,,,
157.240.7.35,AS32934 facebook  inc.,SG,,,,
180.250.81.22,AS7713 pt telekomunikasi indonesia,ID,,,,
