protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,203.123.56.246,49174,135.148.150.100,443,OUT.bound,established,,,US,AS16276 ovh sas,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
tcp,203.123.56.246,49215,217.160.192.232,443,OUT.bound,established,,,DE,AS8560 1&1 ionos se,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
tcp,203.123.56.246,55788,204.79.197.203,443,OUT.bound,established,,,US,AS8068 microsoft corporation,Spyware: http://browser.events.data.microsoftstart.cn,,2023-11-20 05:49:10.586
tcp,203.123.56.246,52645,34.120.208.123,443,OUT.bound,established,,,US,AS396982 google,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
tcp,81.6.47.149,9001,203.123.56.246,50360,IN.bound,established,,,CH,AS13030 init7 switzerland  ltd,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
tcp,203.123.56.246,49921,104.21.23.184,443,OUT.bound,established,,,US,AS13335 cloudflare,Japanese phishing site.,phishing-site list generated from scattered spam emails. n nOTX(2021): https://otx.alienvault.com/pu,2023-11-21 01:15:11.912
tcp,78.46.123.26,8443,203.123.56.246,52413,IN.bound,established,,,DE,AS24940 hetzner online gmbh,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
tcp,203.123.56.246,55114,35.186.224.25,443,OUT.bound,established,,,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
tcp,203.123.56.246,53975,104.244.42.193,443,OUT.bound,established,,,US,AS13414 twitter inc.,PuffStealer,,2023-11-18 01:24:48.887
tcp,178.215.228.25,443,203.123.56.246,49184,IN.bound,established,,,DE,AS48927 eseven devops gmbh,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
tcp,203.123.56.246,56029,104.244.42.193,443,OUT.bound,established,,,US,AS13414 twitter inc.,PuffStealer,,2023-11-18 01:24:48.887
tcp,203.123.56.246,47246,31.13.95.34,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
udp,45.155.91.237,5179,203.123.56.244,5060,IN.bound,,,,PH,AS133334 dctv cable network broadband services inc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
tcp,163.172.53.201,443,203.123.56.246,49222,IN.bound,established,,,FR,AS12876 online s.a.s.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20 20:30:48.610
tcp,203.123.56.246,49164,162.159.133.233,443,OUT.bound,established,,,,AS13335 cloudflare,PuffStealer,,2023-11-18 01:24:48.887
udp,45.155.91.237,5081,146.196.110.84,5060,IN.bound,,,,PH,AS133334 dctv cable network broadband services inc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
tcp,203.123.56.246,55128,35.186.224.25,443,OUT.bound,established,,,US,AS15169 google llc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
udp,45.155.91.237,5179,203.123.56.247,5060,IN.bound,,,,PH,AS133334 dctv cable network broadband services inc,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
