indicator,asn,country_code2,name,description,modified,created
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
212.227.43.225,AS8560 1&1 ionos se,DE,onionoo,,2023-07-07T08:02:14.681000,2023-06-07T08:28:39.939000
185.120.145.83,AS9009 m247 ltd,RO,,,,
190.2.153.200,AS49981 worldstream b.v.,NL,,,,
198.71.53.137,AS8560 1&1 ionos se,US,,,,
92.223.85.164,AS199524 g-core labs s.a.,SG,,,,
81.6.47.149,AS13030 init7 switzerland  ltd,CH,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
190.2.153.214,AS49981 worldstream b.v.,NL,,,,
173.194.202.188,AS15169 google llc,US,Blackshades  | Remote attacks | Malicious Google Search | DNS Requests,"Botnet Command and Control \nCobalt Strike\nMisc Attack\nHidden users\nTargets: network, communicati",2023-11-06T03:00:36.709000,2023-10-07T05:04:40.671000
78.46.123.26,AS24940 hetzner online gmbh,DE,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
2.59.169.43,ASNone ,MD,,,,
34.107.243.93,AS15169 google llc,US,,,,
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000
74.125.24.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
190.2.153.211,AS49981 worldstream b.v.,NL,,,,
157.240.217.34,AS32934 facebook  inc.,SG,,,,
163.70.153.60,ASNone ,FR,,,,
178.215.228.25,AS48927 eseven devops gmbh,DE,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-20T20:30:48.610000,2022-10-11T13:14:18.676000
74.125.68.188,AS15169 google llc,US,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000
