indicator,asn,country_code2,name,description,modified,created
195.123.221.1,AS21100 itl llc,NL,,,,
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,
185.162.130.54,AS14576 hosting solution ltd.,NL,,,,
185.162.130.32,AS14576 hosting solution ltd.,NL,,,,
64.233.170.188,AS15169 google llc,US,,,,
51.77.90.246,AS16276 ovh sas,FR,,,,
185.162.130.13,AS14576 hosting solution ltd.,NL,,,,
103.134.189.147,AS140399 pt parsaoran global datatrans,ID,,,,
163.70.153.34,ASNone ,FR,,,,
163.181.100.237,ASNone ,US,,,,
134.119.183.60,AS29066 host europe gmbh,FR,,,,
130.44.212.234,AS396986 bytedance inc.,US,,,,
17.253.61.203,AS714 apple inc.,US,,,,
130.44.212.77,AS396986 bytedance inc.,US,,,,
122.144.3.5,AS38320 pt maxindo mitra solusi,ID,IOCs - 2023651317 - ANIA Threat Feeds - IP Segment 8,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2023-07-05T20:01:39.023000,2023-06-05T20:46:20.263000
182.23.50.233,AS4800 aplikanusa lintasarta,ID,,,,
54.169.5.36,AS16509 amazon.com inc,SG,,,,
43.218.95.224,ASNone ,AU,,,,
18.231.123.56,AS16509 amazon.com inc,BR,,,,
108.137.72.247,AS16509 amazon.com inc,ID,,,,
43.218.117.155,ASNone ,AU,,,,
15.228.155.252,AS16509 amazon.com inc,BR,,,,
15.228.76.129,AS16509 amazon.com inc,BR,,,,
2.59.169.86,ASNone ,MD,,,,
54.73.84.57,AS16509 amazon.com inc,IE,,,,
54.183.151.194,AS16509 amazon.com inc,US,,,,
13.250.98.57,AS16509 amazon.com inc,SG,,,,
47.128.69.1,AS16509 amazon.com inc,US,,,,
18.230.192.92,AS16509 amazon.com inc,BR,,,,
108.136.175.173,AS16509 amazon.com inc,ID,,,,
3.253.55.70,AS16509 amazon.com inc,IE,,,,
108.136.40.227,AS16509 amazon.com inc,ID,,,,
52.17.96.182,AS16509 amazon.com inc,IE,,,,
108.136.208.115,AS16509 amazon.com inc,ID,,,,
54.254.227.211,AS16509 amazon.com inc,SG,,,,
178.254.26.126,AS42730 evanzo e-commerce gmbh,DE,,,,
103.159.117.13,ASNone ,ID,,,,
103.237.141.186,AS38320 pt maxindo mitra solusi,ID,,,,
13.224.167.55,AS16509 amazon.com inc,US,,,,
190.2.153.211,AS49981 worldstream b.v.,NL,,,,
157.240.13.55,AS32934 facebook  inc.,SG,,,,
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
119.110.78.120,AS38320 pt maxindo mitra solusi,ID,,,,
103.159.117.14,ASNone ,ID,,,,
157.240.208.60,AS32934 facebook  inc.,ID,,,,
199.181.132.250,ASNone ,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
104.21.28.80,AS13335 cloudflare,US,,,,
34.111.174.196,AS15169 google llc,US,,,,
125.209.226.33,AS23576 naver cloud corp.,KR,,,,
34.120.241.214,AS396982 google,US,,,,
103.143.2.221,AS139385 pt. lantip teknologi prima,ID,,,,
23.50.117.218,AS20940 akamai international b.v.,ID,,,,
163.181.100.238,ASNone ,US,,,,
31.13.68.61,AS32934 facebook  inc.,SG,,,,
40.126.35.18,AS8075 microsoft corporation,SG,Spyware: http://browser.events.data.microsoftstart.cn,"This report is generated by MITRE ATT&CK™ and produced by the team at the University of California, ",2023-11-19T13:55:48.898000,2023-11-19T13:55:48.898000
142.251.10.100,AS15169 google llc,US,,,,
71.18.36.225,ASNone ,US,,,,
74.125.130.94,AS15169 google llc,US,,,,
163.70.141.37,ASNone ,FR,,,,
148.251.237.81,AS24940 hetzner online gmbh,DE,,,,
40.99.10.34,AS8075 microsoft corporation,US,,,,
185.244.24.41,AS44437 ahorro corporacion  s.a.,UA,TOR nodes,,2023-11-15T00:01:55.056000,2023-10-16T00:47:46.230000
8.222.151.246,ASNone ,SG,,,,
151.101.198.73,AS54113 fastly,US,,,,
104.18.32.167,AS13335 cloudflare,US,,,,
173.232.194.21,ASNone ,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
13.107.42.22,AS8068 microsoft corporation,US,,,,
52.84.251.112,AS16509 amazon.com inc,US,,,,
184.25.236.91,AS7713 pt telekomunikasi indonesia,ID,,,,
162.125.40.1,AS19679 dropbox  inc.,US,,,,
34.111.101.25,AS15169 google llc,US,,,,
17.33.202.209,AS714 apple inc.,US,,,,
,,,,,,
35.186.203.63,AS15169 google llc,US,,,,
20.212.88.117,AS8075 microsoft corporation,US,,,,
122.144.1.1,AS38320 pt maxindo mitra solusi,ID,,,,
103.134.189.138,AS140399 pt parsaoran global datatrans,ID,,,,
203.161.21.34,AS133840 pt jala lintas media,ID,,,,
204.79.197.203,AS8068 microsoft corporation,US,Spyware: http://browser.events.data.microsoftstart.cn,"This report is generated by MITRE ATT&CK™ and produced by the team at the University of California, ",2023-11-19T13:55:48.898000,2023-11-19T13:55:48.898000
157.240.208.35,AS32934 facebook  inc.,ID,,,,
163.181.82.232,AS24429 zhejiang taobao network co. ltd,US,,,,
104.18.33.221,AS13335 cloudflare,US,,,,
163.181.82.233,AS24429 zhejiang taobao network co. ltd,US,,,,
23.215.35.99,AS20940 akamai international b.v.,FR,,,,
40.126.35.128,AS8075 microsoft corporation,SG,AppleAutoUpdate,,2022-04-14T00:01:40.805000,2022-03-15T21:20:54.633000
210.210.145.139,AS4787 pt cyberindo aditama,ID,,,,
23.215.35.68,AS20940 akamai international b.v.,FR,,,,
74.125.68.94,AS15169 google llc,US,,,,
104.18.36.131,AS13335 cloudflare,US,,,,
17.33.200.215,AS714 apple inc.,US,,,,
64.233.170.94,AS15169 google llc,US,,,,
98.137.246.8,AS36647 oath holdings inc.,US,San Jose County Ca,,2022-04-02T00:04:50.405000,2022-03-03T21:41:54.243000
103.28.54.16,AS32590 valve corporation,SG,,,,
119.110.66.97,AS38320 pt maxindo mitra solusi,ID,,,,
8.8.8.8,AS15169 google llc,US,,,,
130.44.212.236,AS396986 bytedance inc.,US,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
175.103.33.174,ASNone ,ID,,,,
216.58.221.78,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000
208.95.112.1,AS53334 total uptime technologies  llc,US,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
142.251.10.94,AS15169 google llc,US,alt-YouTube.com,,2023-09-24T14:00:05.977000,2023-08-25T14:43:56.683000
40.126.35.134,AS8075 microsoft corporation,SG,TrojanSpy,,2023-11-04T01:46:05.174000,2023-11-04T01:46:05.174000
91.214.126.235,ASNone ,RU,,,,
34.149.173.23,AS15169 google llc,US,,,,
142.251.175.188,AS15169 google llc,US,,,,
47.236.119.81,ASNone ,US,,,,
