protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,13.13.13.2,63584,103.30.246.172,1433,OUT.bound,established,,LOKAL.c,ID,AS131745 pt. cybertechtonic pratama,,,
udp,13.13.13.2,25409,43.250.156.128,6526,OUT.bound,,,INTL.c,IN,AS45916 gujarat telelink pvt ltd,IOCs - 2022111347 - ANIA Threat Feeds - IP Segment 4,ANIA Collector - Advanced Network Interactive Analysis Collector - Collected from Internet Storm Cen,2022-01-31T21:02:01.450000
udp,13.13.13.2,25409,182.178.68.222,21691,OUT.bound,,,INTL.c,PK,AS17557 pakistan telecommunication company limited,,,
tcp,13.13.13.2,49387,142.251.10.188,5228,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000
tcp,13.13.13.2,48144,157.240.208.3,443,OUT.bound,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,
tcp,13.13.13.2,38414,188.172.198.143,443,OUT.bound,established,,INTL.c,GB,AS42473 anexia internetdienstleistungs gmbh,,,
udp,13.13.13.2,25409,193.33.230.54,28154,OUT.bound,,,INTL.c,RU,AS43038 mts pjsc,,,
tcp,13.13.13.2,49181,34.141.12.164,443,OUT.bound,established,,LOKAL.c,DE,AS396982 google,,,
tcp,13.13.13.2,65088,103.107.198.66,443,OUT.bound,established,,INTL.c,SG,AS137409 gsl networks pty ltd,,,
tcp,150.242.182.187,80,175.103.46.90,37456,Other,established,,,,,,,
tcp,192.168.50.6,51665,144.195.96.115,443,OUT.bound,established,,,US,AS30103 zoom video communications,,,
udp,13.13.13.2,25409,178.248.114.13,47258,OUT.bound,,,INTL.c,IN,AS136714 stampede communications pvt. ltd.,,,
udp,45.155.91.237,5113,175.103.46.89,5060,Other,,,,,,,,
udp,13.13.13.2,25409,95.25.35.139,60433,OUT.bound,,,INTL.c,RU,AS8402 pjsc vimpelcom,,,
udp,13.13.13.2,25409,61.1.225.174,16689,OUT.bound,,,INTL.c,IN,AS9829 national internet backbone,,,
tcp,13.13.13.2,49675,23.106.252.75,443,OUT.bound,established,,INTL.c,US,AS59253 leaseweb asia pacific pte. ltd.,,,
udp,13.13.13.2,25409,103.215.224.145,14433,OUT.bound,,,INTL.c,IN,AS23860 alliance broadband services pvt. ltd.,,,
tcp,13.13.13.2,65465,157.240.217.17,443,OUT.bound,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,
tcp,13.13.13.2,62327,103.30.245.99,1433,OUT.bound,established,,LOKAL.c,ID,AS131745 pt. cybertechtonic pratama,,,
tcp,13.13.13.2,51413,74.125.130.188,443,OUT.bound,established,,LOKAL.c,US,AS15169 google llc,,,
udp,13.13.13.2,25409,5.130.88.118,30232,OUT.bound,,,INTL.c,RU,AS31200 novotelecom ltd,,,
