protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,13.13.13.2,59682.0,151.101.2.49,443.0,OUT.bound,established,,INTL.c,US,AS54113 fastly,CVE-2022-36537,A security flaw in the Zk Framework that allows attackers to access sensitive data has been identifi,2023-11-20 04:03:14.293
tcp,13.13.13.2,8090.0,71.6.134.234,39440.0,OUT.bound,established,,INTL.c,US,AS10439 carinet  inc.,ETIC Cybersecurity 2023-11-21 Port Scan,,2023-11-21 07:25:00.463
tcp,13.13.13.2,443.0,36.99.136.129,16548.0,OUT.bound,established,,INTL.c,CN,AS137687 luoyang  henan province  p.r.china.,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-11-21 07:24:25.725
udp,13.13.13.2,25409.0,49.205.228.86,35413.0,OUT.bound,,,INTL.c,IN,AS55577 atria convergence technologies pvt ltd,Scan port 445 SMB (S3#),Scans hitting the server at TCP port 445 SMB. Same IP should not appear more than once in 96 hours i,2023-11-17 10:17:28.190
tcp,13.13.13.2,55575.0,139.45.197.244,443.0,OUT.bound,time-wait,,INTL.c,GB,AS9002 retn limited,Sinkhole alert - Malcious IP with DGA,This ip has created malicious domains using DGA,2023-11-16 14:30:15.996
tcp,13.13.13.2,55576.0,139.45.197.244,443.0,OUT.bound,time-wait,,INTL.c,GB,AS9002 retn limited,Sinkhole alert - Malcious IP with DGA,This ip has created malicious domains using DGA,2023-11-16 14:30:15.996
tcp,13.13.13.2,52216.0,151.101.2.133,443.0,OUT.bound,close,,INTL.c,US,AS54113 fastly,CVE:CVE-1999-0095,An attack on the Sendmail server is being investigated by researchers at the University of Californi,2023-11-21 01:02:17.904
tcp,13.13.13.2,52215.0,151.101.66.133,443.0,OUT.bound,established,,INTL.c,US,AS54113 fastly,ETIC Cybersecurity 2023-11-20 Port Scan,,2023-11-20 23:00:11.182
tcp,13.13.13.2,52224.0,151.101.2.133,443.0,OUT.bound,established,,INTL.c,US,AS54113 fastly,CVE:CVE-1999-0095,An attack on the Sendmail server is being investigated by researchers at the University of Californi,2023-11-21 01:02:17.904
tcp,13.13.13.2,52222.0,151.101.2.133,443.0,OUT.bound,established,,INTL.c,US,AS54113 fastly,CVE:CVE-1999-0095,An attack on the Sendmail server is being investigated by researchers at the University of Californi,2023-11-21 01:02:17.904
