indicator,asn,country_code2,name,description,modified,created
157.240.15.60,AS32934 facebook  inc.,SG,,,,
92.223.85.166,AS199524 g-core labs s.a.,SG,,,,
101.32.248.90,AS132203 tencent building  kejizhongyi avenue,SG,,,,
43.134.53.107,AS132203 tencent building  kejizhongyi avenue,SG,,,,
3.217.12.237,AS14618 amazon.com  inc.,US,,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,
43.133.45.194,AS132203 tencent building  kejizhongyi avenue,SG,,,,
125.165.105.241,AS7713 pt telekomunikasi indonesia,ID,,,,
146.196.111.222,AS139460 pt maxindo mitra solusi,ID,,,,
91.108.56.175,AS62014 telegram messenger inc,AG,,,,
172.253.113.188,AS15169 google llc,US,,,,
13.248.151.210,AS16509 amazon.com inc,US,njRAT| BazarLoader| • WebToolbar • Qbot,,2023-11-07T01:10:46.934000,2023-11-07T01:10:46.934000
143.42.76.52,ASNone ,US,,,,
199.48.177.3,AS1239 sprint,US,,,,
54.255.247.221,AS16509 amazon.com inc,SG,,,,
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
43.134.120.219,AS132203 tencent building  kejizhongyi avenue,SG,,,,
157.240.235.60,AS32934 facebook  inc.,SG,,,,
185.10.68.123,AS200651 flokinet ltd,SC,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-14T20:31:11.734000,2022-10-11T13:14:18.676000
146.196.111.210,AS139460 pt maxindo mitra solusi,ID,,,,
108.137.5.94,AS16509 amazon.com inc,ID,,,,
146.196.111.211,AS139460 pt maxindo mitra solusi,ID,,,,
39.106.18.244,AS37963 hangzhou alibaba advertising co. ltd.,CN,ETIC Cybersecurity 2023-11-15 Port Scan,,2023-11-15T22:59:53.097000,2023-11-14T23:00:08.136000
18.163.242.58,AS16509 amazon.com inc,HK,,,,
146.196.111.221,AS139460 pt maxindo mitra solusi,ID,,,,
64.235.37.62,AS26277 las vegas nv datacenter,NL,ETIC Cybersecurity 2023-11-15 Port Scan,,2023-11-15T22:59:53.097000,2023-11-14T23:00:08.136000
13.232.67.198,AS16509 amazon.com inc,IN,,,,
157.240.218.61,AS32934 facebook  inc.,SG,,,,
43.128.118.190,AS132203 tencent building  kejizhongyi avenue,SG,,,,
143.198.82.32,AS14061 digitalocean  llc,SG,,,,
142.250.4.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000
43.128.117.110,AS132203 tencent building  kejizhongyi avenue,SG,,,,
8.210.217.47,AS45102 alibaba (us) technology co.  ltd.,HK,,,,
91.108.56.111,AS62014 telegram messenger inc,AG,,,,
142.251.175.188,AS15169 google llc,US,,,,
18.179.18.153,AS16509 amazon.com inc,JP,,,,
36.95.251.155,AS7713 pt telekomunikasi indonesia,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-14T20:31:11.734000,2022-10-11T13:14:18.676000
146.196.111.216,AS139460 pt maxindo mitra solusi,ID,,,,
43.128.74.37,AS132203 tencent building  kejizhongyi avenue,SG,,,,
23.32.244.192,AS20940 akamai international b.v.,US,,,,
43.198.50.186,AS16509 amazon.com inc,US,,,,
143.244.33.102,AS60068 datacamp limited,SG,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,2023-01-01T00:00:05.491000
31.13.68.60,AS32934 facebook  inc.,SG,,,,
202.67.41.19,AS45727 hutchison cp telecommunications,ID,,,,
139.180.158.136,AS20473 the constant company  llc,SG,,,,
185.169.4.105,AS43463 infocom uk ltd,GB,Georgs Honeypot,Honeypot,2023-11-16T03:20:07.268000,2021-04-07T09:05:05.353000
118.98.93.75,AS7713 pt telekomunikasi indonesia,ID,,,,
43.218.46.213,ASNone ,AU,,,,
47.241.125.77,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
47.74.170.157,AS45102 alibaba (us) technology co.  ltd.,SG,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000
128.14.154.30,AS21859 zenlayer inc,US,,,,
3.33.193.183,AS16509 amazon.com inc,US,,,,
45.114.118.82,AS134451 newmedia express pte ltd,ID,,,,
45.89.228.144,AS49392 llc baxet,RU,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
74.125.68.101,AS15169 google llc,US,,,,
216.239.38.120,AS15169 google llc,US,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,2022-07-16T10:42:33.303000
172.253.118.138,AS15169 google llc,US,,,,
64.233.170.188,AS15169 google llc,US,,,,
157.240.235.61,AS32934 facebook  inc.,SG,,,,
20.198.119.84,AS8075 microsoft corporation,IN,,,,
157.240.211.61,AS32934 facebook  inc.,HK,,,,
23.32.246.55,AS20940 akamai international b.v.,US,,,,
31.13.68.61,AS32934 facebook  inc.,SG,,,,
20.189.173.14,AS8075 microsoft corporation,US,bkp16oct,,2023-11-15T00:01:55.056000,2023-10-16T22:11:52.663000
157.240.7.20,AS32934 facebook  inc.,SG,BernieSanders.com (Pt.3),,2022-03-23T00:02:04.887000,2022-02-21T20:40:13.490000
35.213.190.132,AS15169 google llc,SG,,,,
20.198.119.143,AS8075 microsoft corporation,IN,,,,
142.251.10.95,AS15169 google llc,US,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000
23.223.113.227,AS16625 akamai technologies  inc.,BG,,,,
23.38.195.50,AS7713 pt telekomunikasi indonesia,US,,,,
45.121.219.184,AS131702 moratelindo internet exchange,ID,,,,
74.125.130.188,AS15169 google llc,US,,,,
157.240.13.55,AS32934 facebook  inc.,SG,,,,
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000
35.160.118.80,AS16509 amazon.com inc,US,,,,
23.223.114.58,AS16625 akamai technologies  inc.,BG,,,,
23.216.158.66,AS7713 pt telekomunikasi indonesia,ID,,,,
157.240.217.60,AS32934 facebook  inc.,SG,,,,
144.208.224.168,ASNone ,AT,,,,
172.232.251.34,AS20940 akamai international b.v.,US,,,,
40.126.35.153,AS8075 microsoft corporation,SG,,,,
,,,,,,
172.64.136.2,AS13335 cloudflare,US,,,,
172.64.200.36,AS13335 cloudflare,US,,,,
34.213.136.170,AS16509 amazon.com inc,US,,,,
157.240.218.60,AS32934 facebook  inc.,SG,,,,
74.125.130.95,AS15169 google llc,US,,,,
3.233.87.30,AS14618 amazon.com  inc.,US,,,,
23.38.195.113,AS7713 pt telekomunikasi indonesia,US,,,,
40.70.184.83,AS8075 microsoft corporation,US,,,,
129.226.106.210,AS132203 tencent building  kejizhongyi avenue,HK,,,,
23.54.81.105,AS20940 akamai international b.v.,IN,,,,
172.253.118.100,AS15169 google llc,US,,,,
52.208.224.152,AS16509 amazon.com inc,IE,,,,
157.240.7.53,AS32934 facebook  inc.,SG,,,,
184.25.236.130,AS7713 pt telekomunikasi indonesia,ID,,,,
23.106.252.102,AS59253 leaseweb asia pacific pte. ltd.,US,,,,
157.240.199.61,AS32934 facebook  inc.,HK,,,,
47.241.6.185,AS45102 alibaba (us) technology co.  ltd.,SG,,,,
20.42.73.24,AS8075 microsoft corporation,US,,,,
142.250.4.94,AS15169 google llc,US,uTorrent seeds from a VM,The world\,2022-12-16T13:03:24.863000,2022-11-16T13:55:36.805000
74.125.130.94,AS15169 google llc,US,,,,
172.217.194.101,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000
122.144.2.205,AS38320 pt maxindo mitra solusi,ID,,,,
34.107.221.82,AS15169 google llc,US,SOC2023,,2023-11-15T11:59:37.006000,2023-11-09T01:24:55.160000
103.115.98.3,AS9890 atos information technology,SG,,,,
172.217.194.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
118.98.93.81,AS7713 pt telekomunikasi indonesia,ID,,,,
188.42.124.140,AS7979 servers.com  inc.,SG,,,,
