name,data
a.root-servers.net,198.41.0.4
ns4.google.com,216.239.38.10
h.root-servers.net,198.97.190.53
c.root-servers.net,192.33.4.12
g.root-servers.net,192.112.36.4
ns3.google.com,216.239.36.10
d.root-servers.net,199.7.91.13
ns2.google.com,216.239.34.10
f.root-servers.net,192.5.5.241
ns1.google.com,216.239.32.10
trustpositif.kominfo.go.id,27.54.116.70
forcesafesearch.google.com,216.239.38.120
l.root-servers.net,199.7.83.42
i.root-servers.net,192.36.148.17
raw.githubusercontent.com,185.199.111.133
raw.githubusercontent.com,185.199.110.133
raw.githubusercontent.com,185.199.109.133
raw.githubusercontent.com,185.199.108.133
edgedl.me.gvt1.com,34.104.35.123
scontent-cgk1-1.xx.fbcdn.net,157.240.208.14
sync3.kemdikbud.go.id,118.98.166.250
sync5.kemdikbud.go.id,118.98.166.252
sync1.kemdikbud.go.id,118.98.166.248
sync4.kemdikbud.go.id,118.98.166.251
sync2.kemdikbud.go.id,118.98.166.249
e-learning.unpam.ac.id,202.137.16.89
usa.ime.cootek.com,103.73.195.14
usa.ime.cootek.com,103.73.195.26
usa.ime.cootek.com,103.73.195.10
usa.ime.cootek.com,103.73.195.9
usa.ime.cootek.com,103.73.195.12
shepherd-gcp.ff.avast.com,34.160.176.28
4shared.com,204.155.146.95
4shared.com,204.155.149.41
4shared.com,204.155.149.43
4shared.com,204.155.149.42
rr2.sn-npoe7nds.googlevideo.com,173.194.22.167
rr1.sn-o0n5oxu-n0cl.googlevideo.com,103.238.201.76
dns.google,8.8.8.8
dns.google,8.8.4.4
youtubei.googleapis.com,74.125.24.95
youtubei.googleapis.com,172.253.118.95
youtubei.googleapis.com,142.251.10.95
youtubei.googleapis.com,142.251.12.95
youtubei.googleapis.com,142.251.175.95
youtubei.googleapis.com,74.125.130.95
youtubei.googleapis.com,74.125.200.95
youtubei.googleapis.com,64.233.170.95
youtubei.googleapis.com,74.125.68.95
youtubei.googleapis.com,172.217.194.95
rr2.sn-npoldn7z.googlevideo.com,142.251.85.71
track.doraads.com,35.76.83.249
accounts.google.com,172.217.194.84
electrumx.info,185.165.170.19
lumtest.com,3.94.40.55
lumtest.com,3.94.72.89
aaaa.usa-138.com,203.124.11.111
youtubei.googleapis.com,142.250.4.95
eniac.snel.it,45.142.235.46
sqm.telemetry.microsoft.com,65.55.252.93
fp2e7a.wpc.phicdn.net,152.195.38.76
insight.adsrvr.org,35.71.131.137
insight.adsrvr.org,3.33.220.150
insight.adsrvr.org,15.197.193.217
insight.adsrvr.org,52.223.40.198
static.sg1.vip.prod.criteo.net,182.161.73.129
ad.turn.com.akadns.net,50.116.239.135
widget.sg1.vip.prod.criteo.com,182.161.73.146
cm.g.doubleclick.net,74.125.68.155
cm.g.doubleclick.net,74.125.68.157
cm.g.doubleclick.net,74.125.68.156
cm.g.doubleclick.net,74.125.68.154
dsp.adfarm1.adition.com,85.114.159.93
dsp.adfarm1.adition.com,85.114.159.118
scontent-cgk1-2.xx.fbcdn.net,31.13.95.13
exs.dyshek.org,95.216.34.176
rr5.sn-npoldn7z.googlevideo.com,142.251.85.74
cname-asia-exappupgrade.vivoglobal.com,156.59.238.14
stresslab.cc,104.21.36.162
stresslab.cc,172.67.196.194
connectivitycheck.gstatic.com,172.253.118.94
tie.presuant.com,139.177.196.162
tie.presuant.com,194.195.223.249
tie.presuant.com,139.59.109.18
array513.prod.do.dsp.mp.microsoft.com,52.184.214.53
enom.rdap.tucows.com,64.99.62.133
firebaseremoteconfig.googleapis.com,64.233.170.95
firebaseremoteconfig.googleapis.com,142.250.4.95
firebaseremoteconfig.googleapis.com,74.125.130.95
firebaseremoteconfig.googleapis.com,142.251.12.95
firebaseremoteconfig.googleapis.com,74.125.24.95
firebaseremoteconfig.googleapis.com,74.125.68.95
firebaseremoteconfig.googleapis.com,142.251.10.95
firebaseremoteconfig.googleapis.com,74.125.200.95
firebaseremoteconfig.googleapis.com,172.253.118.95
firebaseremoteconfig.googleapis.com,172.217.194.95
firebaseremoteconfig.googleapis.com,142.251.175.95
tomscryptos.com,52.60.87.163
safebrowsing.googleapis.com,142.251.175.95
ssoapm.com,172.64.145.89
ssoapm.com,104.18.42.167
play-fe.googleapis.com,142.251.10.101
play-fe.googleapis.com,142.251.10.113
play-fe.googleapis.com,142.251.10.102
play-fe.googleapis.com,142.251.10.100
play-fe.googleapis.com,142.251.10.139
play-fe.googleapis.com,142.251.10.138
qurl.cloud.360safe.com.awsr53.qihucdn.com,54.72.138.141
youtube.com,172.217.194.190
youtube.com,172.217.194.93
youtube.com,172.217.194.91
youtube.com,172.217.194.136
maxindo.net.id,104.21.85.151
maxindo.net.id,172.67.207.42
android.l.google.com,172.253.118.102
android.l.google.com,74.125.200.102
android.l.google.com,172.253.118.113
android.l.google.com,172.253.118.139
android.l.google.com,74.125.130.102
android.l.google.com,172.253.118.138
android.l.google.com,74.125.200.113
android.l.google.com,172.253.118.100
android.l.google.com,74.125.200.139
android.l.google.com,172.217.194.102
android.l.google.com,74.125.200.101
android.l.google.com,74.125.200.138
android.l.google.com,172.253.118.101
android.l.google.com,74.125.200.100
android.l.google.com,172.217.194.100
android.l.google.com,74.125.130.101
play-lh.googleusercontent.com,172.217.194.119
wns.notify.trafficmanager.net,20.198.119.143
clientservices.googleapis.com,172.253.118.94
array605.prod.do.dsp.mp.microsoft.com,51.104.164.114
addons-pa.clients6.google.com,74.125.200.95
play.google.com,74.125.130.101
play.google.com,74.125.130.113
play.google.com,74.125.130.139
play.google.com,74.125.130.138
play.google.com,74.125.130.102
play.google.com,74.125.130.100
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.86
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.18
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.20
connectivitycheck.android.com,74.125.200.101
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.80
www.tm.v4.a.prd.aadg.akadns.net,20.190.163.19
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.134
www.tm.v4.a.prd.aadg.akadns.net,40.126.35.151
www.tm.v4.a.prd.aadg.akadns.net,20.190.163.21
sgfp.tongdun.net,94.74.95.153
a767.dspw65.akamai.net,203.161.21.11
a767.dspw65.akamai.net,203.161.21.8
pull-fcdn-base1.s.bytefcdn-oversea.com,47.89.121.10
pull-fcdn-base1.s.bytefcdn-oversea.com,149.104.85.134
