indicator,asn,country_code2,name,description,modified,created
64.233.170.188,AS15169 google llc,US,,,,
65.108.248.119,AS24940 hetzner online gmbh,DE,,,,
157.240.208.34,AS32934 facebook  inc.,ID,,,,
152.199.39.108,AS15133 verizon,US,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17T04:13:19.774000,2022-01-04T02:40:00.591000
65.108.213.183,AS24940 hetzner online gmbh,DE,,,,
175.103.43.10,AS38320 pt maxindo mitra solusi,ID,,,,
172.253.118.95,AS15169 google llc,US,,,,
74.125.200.188,AS15169 google llc,US,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,2023-05-27T06:06:26.480000
167.94.138.142,AS398324 censys  inc.,US,Georgs Honeypot,Honeypot,2023-11-17T04:15:03.094000,2021-04-07T09:05:05.353000
65.109.13.17,AS24940 hetzner online gmbh,DE,LCIA:HoneyNet:2022,Daily TELNET bruteforce logs from a honeypot in the US on a /32,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
95.216.220.149,AS24940 hetzner online gmbh,FI,,,,
65.108.220.156,AS24940 hetzner online gmbh,DE,,,,
142.251.10.188,AS15169 google llc,US,firewall conns,Proto NATed Address  - 192.5.8 Â£1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,2022-09-03T14:28:29.224000
128.140.99.174,AS24940 hetzner online gmbh,IR,,,,
95.216.175.47,AS24940 hetzner online gmbh,FI,,,,
74.125.68.188,AS15169 google llc,US,pc connections,pulled from router,2022-05-20T00:01:19.453000,2022-04-20T04:14:28.377000
142.251.12.188,AS15169 google llc,US,wifi logs to check,"Here is the full text of the key event in the IBSS/ESS (3) system, which has been disabled since its",2022-11-26T03:02:13.742000,2022-10-27T03:04:24.332000
65.108.255.43,AS24940 hetzner online gmbh,DE,,,,
172.217.194.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
172.253.113.188,AS15169 google llc,US,,,,
95.217.176.53,AS24940 hetzner online gmbh,FI,,,,
74.125.130.95,AS15169 google llc,US,,,,
95.217.15.48,AS24940 hetzner online gmbh,FI,,,,
72.251.232.180,AS29791 internap holding llc,US,ETIC Cybersecurity 2023-11-17 Port Scan,,2023-11-17T04:11:33.223000,2023-11-16T23:01:57.201000
149.34.253.57,AS174 cogent communications,US,,,,
172.253.126.188,AS15169 google llc,US,,,,
34.149.173.23,AS15169 google llc,US,,,,
78.140.128.104,AS35415 webzilla b.v.,NL,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
95.216.206.78,AS24940 hetzner online gmbh,FI,,,,
142.251.175.188,AS15169 google llc,US,,,,
78.140.128.106,AS35415 webzilla b.v.,NL,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
135.181.29.129,AS24940 hetzner online gmbh,FI,,,,
128.140.74.82,AS24940 hetzner online gmbh,IR,,,,
175.103.43.90,AS38320 pt maxindo mitra solusi,ID,,,,
65.21.251.115,AS24940 hetzner online gmbh,FI,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
74.125.24.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
65.109.172.133,AS24940 hetzner online gmbh,DE,,,,
78.140.128.109,AS35415 webzilla b.v.,NL,,,,
,,,,,,
31.13.95.34,AS32934 facebook  inc.,ID,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16T20:30:53.391000,2022-10-11T13:14:18.676000
74.125.130.188,AS15169 google llc,US,,,,
195.201.97.2,AS24940 hetzner online gmbh,DE,,,,
157.240.208.61,AS32934 facebook  inc.,ID,,,,
163.70.153.21,ASNone ,FR,,,,
172.253.118.188,AS15169 google llc,US,router conns,Proto NATed Address  - 192.5.8  Â£1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,2023-02-17T20:24:01.223000
138.199.61.109,AS212238 datacamp limited,SG,,,,
78.140.128.114,AS35415 webzilla b.v.,NL,,,,
157.240.208.23,AS32934 facebook  inc.,ID,,,,
,,,,,,
49.12.213.131,AS24940 hetzner online gmbh,DE,,,,
168.119.105.253,AS24940 hetzner online gmbh,DE,,,,
116.202.106.67,AS24940 hetzner online gmbh,DE,,,,
128.140.92.221,AS24940 hetzner online gmbh,IR,,,,
43.205.144.61,AS16509 amazon.com inc,US,,,,
146.196.108.183,AS139460 pt maxindo mitra solusi,ID,,,,
74.125.130.138,AS15169 google llc,US,,,,
23.195.157.74,AS131702 moratelindo internet exchange,ID,,,,
104.17.2.184,AS13335 cloudflare,US,,,,
20.198.118.190,AS8075 microsoft corporation,IN,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,2022-03-16T14:03:19.241000
64.233.170.132,AS15169 google llc,US,,,,
103.167.27.74,AS142160 joyo technology pte. ltd.,SG,,,,
34.79.204.55,AS396982 google,BE,,,,
142.251.91.6,AS15169 google llc,US,,,,
142.251.12.139,AS15169 google llc,US,,,,
142.251.175.95,AS15169 google llc,US,,,,
172.217.194.138,AS15169 google llc,US,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,2023-08-19T23:52:54.581000
