protocol,src-address,src-port,dst-address,dst-port,tcp-state,connection-mark,resolved
udp,103.166.48.247,56086,74.125.130.138,443,,,play.google.com
tcp,103.166.48.247,50029,23.195.157.74,443,established,,
tcp,103.166.48.247,49854,104.17.2.184,443,established,,challenges.cloudflare.com
tcp,103.166.48.247,60186,8.8.4.4,443,time-wait,,dns.google
tcp,103.166.48.247,55031,20.198.118.190,443,close,,
udp,103.166.48.247,59065,64.233.170.132,443,,,
tcp,103.166.48.247,53952,103.167.27.74,80,established,,
tcp,103.166.48.247,57741,34.79.204.55,443,established,,
tcp,103.166.48.247,62518,8.8.4.4,443,established,,dns.google
tcp,103.166.48.247,52353,74.125.130.188,443,established,,
tcp,64.233.170.188,5228,103.166.48.247,55782,established,,
tcp,103.166.48.247,41728,142.251.91.6,443,established,,r1.sn-30a7ynl7.googlevideo.com
udp,103.166.48.247,38326,142.251.12.139,443,,,
udp,103.166.48.247,53025,142.251.175.95,443,,,youtubei.googleapis.com
udp,103.166.48.247,53025,142.251.175.95,443,,,firebaseremoteconfig.googleapis.com
udp,103.166.48.247,53025,142.251.175.95,443,,,safebrowsing.googleapis.com
udp,103.166.48.247,53025,142.251.175.95,443,,,instantmessaging-pa.googleapis.com
udp,103.166.48.247,53025,142.251.175.95,443,,,notifications-pa.googleapis.com
udp,103.166.48.247,53025,142.251.175.95,443,,,play.googleapis.com
udp,103.166.48.247,58880,8.8.4.4,443,,,dns.google
udp,103.166.48.247,55191,172.217.194.138,443,,,
tcp,103.166.48.247,33236,74.125.24.94,443,established,,
udp,103.166.48.247,39222,142.251.10.95,443,,,youtubei.googleapis.com
udp,103.166.48.247,39222,142.251.10.95,443,,,firebaseremoteconfig.googleapis.com
udp,103.166.48.247,39222,142.251.10.95,443,,,instantmessaging-pa.googleapis.com
udp,103.166.48.247,39222,142.251.10.95,443,,,notifications-pa.googleapis.com
udp,103.166.48.247,39222,142.251.10.95,443,,,play.googleapis.com
tcp,103.166.48.247,53168,74.125.200.188,5228,established,,
tcp,103.166.48.247,52366,163.70.141.18,443,established,,
tcp,65.108.248.119,33766,103.166.48.247,57413,established,,
tcp,103.166.48.247,54748,20.198.119.84,443,established,,
tcp,103.166.48.247,49725,23.39.15.207,80,time-wait,,
udp,103.166.48.247,51636,71.18.36.225,443,,,
tcp,103.166.48.247,40266,142.251.175.113,443,established,,android.l.google.com
udp,103.166.48.247,38787,34.149.173.23,443,,,
tcp,103.166.48.247,54742,20.198.119.143,443,established,,wns.notify.trafficmanager.net
