name,data,.id,type,static,ttl,timestamp
google.com,ns4.google.com,*F7FD1,NS,False,14m57s,2023-11-17 11:15:35 WIB
google.com,ns2.google.com,*F7FD2,NS,False,14m57s,2023-11-17 11:15:35 WIB
google.com,ns3.google.com,*F7FD3,NS,False,14m57s,2023-11-17 11:15:35 WIB
google.com,ns1.google.com,*F7FD4,NS,False,14m57s,2023-11-17 11:15:35 WIB
,k.root-servers.net,*C5D5A7,NS,False,14m57s,2023-11-17 11:15:35 WIB
,b.root-servers.net,*C5D5A8,NS,False,14m57s,2023-11-17 11:15:35 WIB
,l.root-servers.net,*C5D5A9,NS,False,14m57s,2023-11-17 11:15:35 WIB
,e.root-servers.net,*C5D5AA,NS,False,14m57s,2023-11-17 11:15:35 WIB
,m.root-servers.net,*C5D5AB,NS,False,14m57s,2023-11-17 11:15:35 WIB
,f.root-servers.net,*C5D5AC,NS,False,14m57s,2023-11-17 11:15:35 WIB
,d.root-servers.net,*C5D5AD,NS,False,14m57s,2023-11-17 11:15:35 WIB
,g.root-servers.net,*C5D5AE,NS,False,14m57s,2023-11-17 11:15:35 WIB
,c.root-servers.net,*C5D5AF,NS,False,14m57s,2023-11-17 11:15:35 WIB
,a.root-servers.net,*C5D5B0,NS,False,14m57s,2023-11-17 11:15:35 WIB
,i.root-servers.net,*C5D5B1,NS,False,14m57s,2023-11-17 11:15:35 WIB
,h.root-servers.net,*C5D5B2,NS,False,14m57s,2023-11-17 11:15:35 WIB
,j.root-servers.net,*C5D5B3,NS,False,14m57s,2023-11-17 11:15:35 WIB
a.root-servers.net,198.41.0.4,*C5D5B4,A,False,14m57s,2023-11-17 11:15:35 WIB
ns1.google.com,2001:4860:4802:32::a,*E87747,AAAA,False,14m19s,2023-11-17 11:15:35 WIB
a.root-servers.net,2001:503:ba3e::2:30,*EA311D,AAAA,False,14m57s,2023-11-17 11:15:35 WIB
b.root-servers.net,2001:500:84::b,*EA311E,AAAA,False,14m57s,2023-11-17 11:15:35 WIB
c.root-servers.net,2001:500:2::c,*EA311F,AAAA,False,14m57s,2023-11-17 11:15:35 WIB
d.root-servers.net,2001:500:2d::d,*EA3120,AAAA,False,14m57s,2023-11-17 11:15:35 WIB
e.root-servers.net,2001:500:a8::e,*EA3121,AAAA,False,14m57s,2023-11-17 11:15:35 WIB
f.root-servers.net,2001:500:2f::f,*EA3122,AAAA,False,14m57s,2023-11-17 11:15:35 WIB
g.root-servers.net,2001:500:12::d0d,*EA3123,AAAA,False,14m48s,2023-11-17 11:15:35 WIB
ns4.google.com,2001:4860:4802:38::a,*EB2768,AAAA,False,14m19s,2023-11-17 11:15:35 WIB
ns4.google.com,216.239.38.10,*EB568E,A,False,14m57s,2023-11-17 11:15:35 WIB
h.root-servers.net,2001:500:1::53,*EE46F5,AAAA,False,14m34s,2023-11-17 11:15:35 WIB
h.root-servers.net,198.97.190.53,*EEF93C,A,False,14m48s,2023-11-17 11:15:35 WIB
c.root-servers.net,192.33.4.12,*F1EF26,A,False,14m57s,2023-11-17 11:15:35 WIB
g.root-servers.net,192.112.36.4,*F1EF27,A,False,14m57s,2023-11-17 11:15:35 WIB
ns2.google.com,2001:4860:4802:34::a,*F24FFB,AAAA,False,14m19s,2023-11-17 11:15:35 WIB
ns3.google.com,2001:4860:4802:36::a,*F24FFC,AAAA,False,14m19s,2023-11-17 11:15:35 WIB
ns3.google.com,216.239.36.10,*F25301,A,False,14m19s,2023-11-17 11:15:35 WIB
b.root-servers.net,2001:500:200::b,*F33748,AAAA,False,14m48s,2023-11-17 11:15:35 WIB
d.root-servers.net,199.7.91.13,*F45539,A,False,14m48s,2023-11-17 11:15:35 WIB
ns2.google.com,216.239.34.10,*F52CC4,A,False,14m19s,2023-11-17 11:15:35 WIB
f.root-servers.net,192.5.5.241,*F57B6A,A,False,14m57s,2023-11-17 11:15:35 WIB
ns1.google.com,216.239.32.10,*F584A9,A,False,14m19s,2023-11-17 11:15:35 WIB
trustpositif.kominfo.go.id,27.54.116.70,*F915F4,A,False,12m30s,2023-11-17 11:15:35 WIB
youtube.com,ns2.google.com,*F9D08C,NS,False,13m15s,2023-11-17 11:15:35 WIB
youtube.com,ns3.google.com,*F9D08D,NS,False,13m15s,2023-11-17 11:15:35 WIB
youtube.com,ns1.google.com,*F9D08E,NS,False,13m15s,2023-11-17 11:15:35 WIB
youtube.com,ns4.google.com,*F9D08F,NS,False,13m15s,2023-11-17 11:15:35 WIB
googleapis.com,ns2.google.com,*F9D8FF,NS,False,14m19s,2023-11-17 11:15:35 WIB
googleapis.com,ns1.google.com,*F9D900,NS,False,14m19s,2023-11-17 11:15:35 WIB
googleapis.com,ns3.google.com,*F9D901,NS,False,14m19s,2023-11-17 11:15:35 WIB
googleapis.com,ns4.google.com,*F9D902,NS,False,14m19s,2023-11-17 11:15:35 WIB
forcesafesearch.google.com,216.239.38.120,*F9D9AE,A,False,14m40s,2023-11-17 11:15:35 WIB
crl.root-x1.letsencrypt.org.edgekey.net,e8652.dscx.akamaiedge.net,*F9E611,CNAME,False,13m38s,2023-11-17 11:15:35 WIB
www.bing.com.edgekey.net,e86303.dscx.akamaiedge.net,*F9E648,CNAME,False,13m34s,2023-11-17 11:15:35 WIB
i.root-servers.net,2001:7fe::53,*FA6C84,AAAA,False,13m29s,2023-11-17 11:15:35 WIB
j.root-servers.net,2001:503:c27::2:30,*FA6C85,AAAA,False,13m29s,2023-11-17 11:15:35 WIB
k.root-servers.net,2001:7fd::1,*FA6C86,AAAA,False,13m29s,2023-11-17 11:15:35 WIB
l.root-servers.net,199.7.83.42,*FA6C87,A,False,13m24s,2023-11-17 11:15:35 WIB
l.root-servers.net,2001:500:9f::42,*FA6C88,AAAA,False,13m29s,2023-11-17 11:15:35 WIB
m.root-servers.net,2001:dc3::35,*FA6C89,AAAA,False,13m29s,2023-11-17 11:15:35 WIB
i.root-servers.net,192.36.148.17,*FA6DFD,A,False,13m29s,2023-11-17 11:15:35 WIB
pull-cmaf-f16-sg01.ttlivecdn.com.akamaized.net,a1371.z.akamai.net,*FA8EFD,CNAME,False,13m6s,2023-11-17 11:15:35 WIB
pull-cmaf-f16-va01.tiktokcdn.com.akamaized.net,pull-cmaf-f16-va01.tiktokcdn.com.bytegeo.akadns.net,*FA9D82,CNAME,False,13m15s,2023-11-17 11:15:35 WIB
