protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,103.166.48.247,49795,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,152.199.39.108,80,103.166.48.247,49896,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 04:13:19.774
tcp,152.199.39.108,80,103.166.48.247,49890,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 04:13:19.774
udp,167.94.138.142,49935,103.166.48.246,5061,IN.bound,,,,US,AS398324 censys  inc.,Georgs Honeypot,Honeypot,2023-11-17 04:15:03.094
udp,103.166.48.247,56579,104.17.25.14,443,OUT.bound,,,,US,AS13335 cloudflare,Malicious ip,nan,2023-11-14 07:01:07.253
udp,72.251.232.180,5120,103.166.48.247,5060,IN.bound,,,,US,AS29791 internap holding llc,ETIC Cybersecurity 2023-11-17 Port Scan,nan,2023-11-17 04:11:33.223
udp,103.166.48.247,39839,157.240.15.63,443,OUT.bound,,,,SG,AS32934 facebook  inc.,Apple iTunes| Malicious site | Anonyization | Siphoning | Trojan Downloader,"IC3 attached to links, apple , messaging, Skype.\nIC3 CN?\nChina? Unclear. Possibly intercepting  IC",2023-11-12 17:01:15.222
udp,72.251.232.180,5120,103.166.48.210,5060,IN.bound,,,,US,AS29791 internap holding llc,ETIC Cybersecurity 2023-11-17 Port Scan,nan,2023-11-17 04:11:33.223
udp,103.166.48.247,45621,157.240.13.52,443,OUT.bound,,,,SG,AS32934 facebook  inc.,Apple iTunes| Malicious site | Anonyization | Siphoning | Trojan Downloader,"IC3 attached to links, apple , messaging, Skype.\nIC3 CN?\nChina? Unclear. Possibly intercepting  IC",2023-11-12 17:01:15.222
udp,72.251.232.180,5120,103.166.48.246,5060,IN.bound,,,,US,AS29791 internap holding llc,ETIC Cybersecurity 2023-11-17 Port Scan,nan,2023-11-17 04:11:33.223
tcp,152.199.39.108,80,103.166.48.247,49888,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 04:13:19.774
tcp,103.166.48.247,55020,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
