protocol,src-address,src-port,dst-address,dst-port,flow,tcp-state,resolved,mark,cc,asn,threat,description,modified
tcp,103.166.48.247,49795,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,152.199.39.108,80,103.166.48.247,49896,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 04:13:19.774
tcp,103.166.48.247,49515,34.104.35.123,80,OUT.bound,established,edgedl.me.gvt1.com,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
tcp,152.199.39.108,80,103.166.48.247,49890,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 04:13:19.774
udp,167.94.138.142,49935,103.166.48.246,5061,IN.bound,,,,US,AS398324 censys  inc.,Georgs Honeypot,Honeypot,2023-11-17 04:15:03.094
tcp,103.166.48.247,33446,31.13.95.34,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,103.166.48.247,57274,34.104.35.123,80,OUT.bound,established,edgedl.me.gvt1.com,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
tcp,103.166.48.247,49736,204.79.197.200,443,OUT.bound,established,,,US,AS8068 microsoft corporation,APPLE CVE,,2023-11-16 21:20:06.454
udp,103.166.48.247,56579,104.17.25.14,443,OUT.bound,,,,US,AS13335 cloudflare,Malicious ip,,2023-11-14 07:01:07.253
tcp,103.166.48.247,52283,13.71.55.58,443,OUT.bound,established,,,IN,AS8075 microsoft corporation,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,103.166.48.247,52262,40.126.35.21,443,OUT.bound,established,,,SG,AS8075 microsoft corporation,Remote Access attack | Agent Tesla | C2 | BatLoader | C2 | Dridex,,2023-11-14 17:01:45.019
tcp,103.166.48.247,49518,34.104.35.123,80,OUT.bound,established,edgedl.me.gvt1.com,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
udp,72.251.232.180,5120,103.166.48.247,5060,IN.bound,,,,US,AS29791 internap holding llc,ETIC Cybersecurity 2023-11-17 Port Scan,,2023-11-17 04:11:33.223
icmp,78.140.128.104,0,103.166.48.247,0,IN.bound,,,,NL,AS35415 webzilla b.v.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,103.166.48.247,56670,3.64.163.50,80,OUT.bound,established,,,DE,AS16509 amazon.com inc,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
icmp,78.140.128.106,0,103.166.48.247,0,IN.bound,,,,NL,AS35415 webzilla b.v.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,103.166.48.247,44824,31.13.95.34,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
udp,103.166.48.247,39839,157.240.15.63,443,OUT.bound,,,,SG,AS32934 facebook  inc.,Apple iTunes| Malicious site | Anonyization | Siphoning | Trojan Downloader,"IC3 attached to links, apple , messaging, Skype.\nIC3 CN?\nChina? Unclear. Possibly intercepting  IC",2023-11-12 17:01:15.222
tcp,103.166.48.247,42512,31.13.95.34,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,65.21.251.115,34826,103.166.48.247,57413,IN.bound,established,,,FI,AS24940 hetzner online gmbh,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,103.166.48.247,49847,151.101.2.137,443,OUT.bound,established,,,US,AS54113 fastly,Apple | iOS | Automated Attacks | Resource Hijacking | Google Tracker,Boot or Logon Autostart Execution\nCommand and Scripting Interpreter\nAutomated Collection\nWebToolb,2023-11-15 19:05:43.285
tcp,31.13.95.34,443,103.166.48.247,51210,IN.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
udp,72.251.232.180,5120,103.166.48.210,5060,IN.bound,,,,US,AS29791 internap holding llc,ETIC Cybersecurity 2023-11-17 Port Scan,,2023-11-17 04:11:33.223
tcp,103.166.48.247,49838,104.17.24.14,443,OUT.bound,established,,,US,AS13335 cloudflare,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
tcp,103.166.48.247,45824,31.13.95.34,443,OUT.bound,established,,,ID,AS32934 facebook  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
udp,103.166.48.247,45621,157.240.13.52,443,OUT.bound,,,,SG,AS32934 facebook  inc.,Apple iTunes| Malicious site | Anonyization | Siphoning | Trojan Downloader,"IC3 attached to links, apple , messaging, Skype.\nIC3 CN?\nChina? Unclear. Possibly intercepting  IC",2023-11-12 17:01:15.222
tcp,103.166.48.247,50195,172.217.215.94,443,OUT.bound,established,,,US,AS15169 google llc,https://myaccount.uscis.gov/                         [pulse created by Octoseek],,2023-11-16 21:17:22.087
udp,72.251.232.180,5120,103.166.48.246,5060,IN.bound,,,,US,AS29791 internap holding llc,ETIC Cybersecurity 2023-11-17 Port Scan,,2023-11-17 04:11:33.223
tcp,65.21.251.115,34832,103.166.48.247,57413,IN.bound,established,,,FI,AS24940 hetzner online gmbh,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-11-16 20:30:53.391
tcp,152.199.39.108,80,103.166.48.247,49888,IN.bound,established,,,US,AS15133 verizon,Japanese phishing site.,phishing-site list generated from scattered spam emails.\n\nOTX(2021): https://otx.alienvault.com/pu,2023-11-17 04:13:19.774
tcp,103.166.48.247,55020,152.195.38.76,80,OUT.bound,established,fp2e7a.wpc.phicdn.net,,US,AS15133 verizon,Black Tech,"Found in a malicious Apple iTunes link. Lists several independent artists. Music ""producer"" is poten",2023-11-13 12:00:59.446
tcp,103.166.48.247,49739,204.79.197.239,443,OUT.bound,established,dual-a-0036.a-msedge.net,,US,AS8068 microsoft corporation,SOC2023,,2023-11-17 01:03:27.345
